"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"E387UWS4","book","2020","Bergmanis, T.; Stafanovičs, A.; Pinnis, M.","Robust neural machine translation: Modeling orthographic and interpunctual variation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093361690&partnerID=40&md5=4a9ce34d96b247567c0a22db1bbd7062","Neural machine translation systems typically are trained on curated corpora and break when faced with non-standard orthography or punctuation. Resilience to spelling mistakes and typos, however, is crucial as machine translation systems are used to translate texts of informal origins, such as chat conversations, social media posts and web pages. We propose a simple generative noise model to generate adversarial examples of ten different types. We use these to augment machine translation systems' training data and show that, when tested on noisy data, systems trained using adversarial examples perform almost as well as when translating clean data, while baseline systems' performance drops by 2-3 BLEU points. To measure the robustness and noise invariance of machine translation systems' outputs, we use the average translation edit rate between the translation of the original sentence and its noised variants. Using this measure, we show that systems trained on adversarial examples on average yield 50 % consistency improvements when compared to baselines trained on clean data. © 2020 The authors and IOS Press.","2020","2021-02-07 01:17:24","2021-02-07 01:17:24","","","80","","328","","","","Frontiers in Artificial Intelligence and Applications","","","","","","","","","Scopus","","","","Pages: 86","<p>Export Date: 7 February 2021</p>","","","","Neural machine translation; Noisy data; Robustness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLT32WCZ","book","2020","Kurematsu, M.","A study of a patent documents classification system using rough set theory and machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092695200&doi=10.3233%2fFAIA200583&partnerID=40&md5=d6ce6295f5c5ab4aaf560adb42b8d761","We should check whether there are any existing patent documents whose claims fall foul of our idea or innovation before we submit own idea or innovation as a patent. We need a lot of resource to do it, because there are a lot of existing patent documents. These days, we can submit the patent documents by a computer and the number of patent documents is increasing quickly. Therefore, people need a system to support this task. In order to meet this demand, I propose a framework of a system to classify patent documents in this paper. This system uses machine translation to deal with synonym and Rough Set theory to classify patent documents. First, it extracts decision rules by Rough Set Theory from labeled patent documents translated by machine translation. Then, it classifies unlabeled patent documents by estimating labels based on the weight of the matched rules. In this approach, the satisfactory index (SI), the coverage index (CI) and the Lift value are used as the weight of rules and they are compared with the maximum number, the total number and the Mahalanobis distance. I evaluated this idea by classifying Japanese patent documents using a prototype system based on this idea. In the evaluation, the accuracy was about 0.40 and the accuracy has not reached the practical level. Therefore I will apply this approach to other document classification task and improve it based on the analysis result of them. © 2020 The authors and IOS Press. All rights reserved.","2020","2021-02-07 01:17:26","2021-02-07 01:17:26","","","389","","327","","","","Frontiers in Artificial Intelligence and Applications","","","","","","","","","Scopus","","","","Pages: 398 DOI: 10.3233/FAIA200583","<p>Export Date: 7 February 2021</p>","","","","Document Classification; Machine Translation; Mahalanobis Distance; Patent Documents; Rough Set Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FJ68BES","conferencePaper","2020","Tse, R.; Mirri, S.; Tang, S.-K.; Pau, G.; Salomoni, P.","Building an Italian-Chinese Parallel Corpus for Machine Translation from the Web","","","","10.1145/3411170.3411258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091316968&doi=10.1145%2f3411170.3411258&partnerID=40&md5=126bdc42e2584ef3c6991cd9023fdce6","In an increasingly globalized world, being able to understand texts in different languages (even more so in different alphabets and charsets) has become a necessity. This can be strategic even while moving and travelling across different countries, characterized by different languages. With this in mind, bilingual corpora become critical resources since they are the basis of every state-of-the-art automatic translation system; moreover, building a parallel corpus is usually a complex and very expensive operation. This paper describes an innovative approach we have defined and adopted to automatically build an Italian-Chinese parallel corpus, with the aim of using it for training an Italian-Chinese Neural Machine Translation. Our main idea is to scrape parallel texts from the Web: we defined a general pipeline, describing each specific step from the selection of the appropriate data sources to the sentence alignment method. A final evaluation was conducted to evaluate the goodness of our approach and its results show that 90% of the sentences were correctly aligned. The corpus we have obtained consists of more than 6,000 sentence pairs (Italian and Chinese), which are the basis for building a Machine Translation system. © 2020 ACM.","2020","2021-02-07 01:17:27","2021-02-07 01:17:27","","265-268","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","bilingual annotation; Italian-Chinese corpus; machine translation; sentence alignment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"WY4HMXD8","journalArticle","2020","TARABANOVSKA, O.; MOSHTAGH, Y.; OSINSKA, M.; RYZHENKO, A.; HAVRYLOVA, O.","Adequacy and equivalence of the texts translated via machine translation systems","Journal of Theoretical and Applied Information Technology","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091149239&partnerID=40&md5=1846b553156445216d1ee87eb0b511a9","The article is devoted to the problem of adequacy and equivalence of the texts translated via machine translation systems. The purpose of the study is to analyze existing machine translation technologies, identify the main errors in the translation of the texts of various subjects, and select the translator which does the highest quality translation of various thematic texts. Two main machine translation technologies have been in focus of the research: A rule-based translation technology (Rule-Based Machine Translation, RBMT) and a statistical translation technology (Statistical Machine Translation, SMT). It has been found out that each technology has both advantages and disadvantages. Among all the studied translation systems, namely Translate.ru (PROMT), Trident Software (Pragma), SYSTRANet, Babylon, Google Translate and Yandex.Perevod, Yandex has proved to be the most successful to complete the translation task regardless of the subject of the translation. Furthermore, it translates various lexical units quite well and confidently copes with grammatical constructions. As it has been found out, Google Translate is inferior to Yandex in the translation of lexical units, especially thematic ones, but has almost the same indicators regarding grammatical correctness. In the third place is the PROMT translator, which translates grammatical constructions well, but has problems with translating thematic vocabulary. The conclusion that can be derived from the research is that we have the most reason to advise Yandex.Perevod to use for translating the texts of different subjects. Despite of the fact that a genuine solution to the problem of machine translation has not yet been found, the development of new scientific theories, modern achievements in the field of Computer Science, Programming, and Linguistics give hope that it will be possible to satisfactory solve this task in the immediate future. © 2005 - ongoing JATIT & LLS.","2020","2021-02-07 01:17:29","2021-02-07 01:17:29","","3338-3352","","16","98","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Computer Technologies; Computerized Terminological Base; Machine Translation; Translation Process; Translation Quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6FHIK68","book","2020","Mghabbar, I.; Ratnamogan, P.","Building a multi-domain neural machine translation model using knowledge distillation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091781386&doi=10.3233%2fFAIA200335&partnerID=40&md5=0a7ef3558a1052159a46733e4613478b","Lack of specialized data makes building a multi-domain neural machine translation tool challenging. Although emerging literature dealing with low resource languages starts to show promising results, most state-of-the-art models used millions of sentences. Today, the majority of multi-domain adaptation techniques are based on complex and sophisticated architectures that are not adapted for real-world applications. So far, no scalable method is performing better than the simple yet effective mixed-finetuning, i.e finetuning a generic model with a mix of all specialized data and generic data. In this paper, we propose a new training pipeline where knowledge distillation and multiple specialized teachers allow us to efficiently finetune a model without adding new costs at inference time. Our experiments demonstrated that our training pipeline allows improving the performance of multi-domain translation over finetuning in configurations with 2, 3, and 4 domains by up to 2 points in BLEU. © 2020 The authors and IOS Press.","2020","2021-02-07 01:17:31","2021-02-07 01:17:31","","","2116","","325","","","","Frontiers in Artificial Intelligence and Applications","","","","","","","","","Scopus","","","","Pages: 2123 DOI: 10.3233/FAIA200335","<p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGPH2KG5","book","2020","Zhang, P.; Zhang, X.; Chen, W.; Yu, J.; Wang, Y.; Xiong, D.","Learning contextualized sentence representations for document-level neural machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091744711&doi=10.3233%2fFAIA200358&partnerID=40&md5=2b9faba1d53c02cc09f98d837a503ef8","Document-level machine translation incorporates intersentential dependencies into the translation of a source sentence. In this paper, we propose a new framework to model cross-sentence dependencies by training neural machine translation (NMT) to predict both the target translation and surrounding sentences of a source sentence. By enforcing the NMT model to predict source context, we want the model to learn 'contextualized' source sentence representations that capture document-level dependencies on the source side. We further propose two different methods to learn and integrate such contextualized sentence embeddings into NMT: A joint training method that jointly trains an NMT model with the source context prediction model and a pre-training & fine-tuning method that pretrains the source context prediction model on a large-scale monolingual document corpus and then fine-tunes it with the NMT model. Experiments on Chinese-English and English-German translation show that both methods can substantially improve the translation quality over a strong document-level Transformer baseline. © 2020 The authors and IOS Press.","2020","2021-02-07 01:17:33","2021-02-07 01:17:33","","","2298","","325","","","","Frontiers in Artificial Intelligence and Applications","","","","","","","","","Scopus","","","","Pages: 2305 DOI: 10.3233/FAIA200358","<p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2N8AGXS3","conferencePaper","2020","Pham, V.; Nguyen, L.H.B.; Dinh, D.","Semantic Convolutional Neural Machine Translation Using AMR for English-Vietnamese","","","","10.1145/3418994.3419000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093097879&doi=10.1145%2f3418994.3419000&partnerID=40&md5=632e60357361adff24035aa5dee64713","Semantic representation can help in enforcing meaning preservation and handling data sparsity of neural machine translation models. This paper presents an extension of the convolutional neural machine translation model to incorporate Abstract Meaning Representation as a kind of semantic representation to reduce language ambiguity or alleviate data sparseness problems. Evaluating on translating from English to Vietnamese with a low resource setting in the domain of TED talks, we obtain promising results in terms of both perplexity reductions and improved BLEU scores over the baseline method. © 2020 ACM.","2020","2021-02-07 01:17:34","2021-02-07 01:17:34","","52-56","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Abstract Meaning Representation; Convolutional Neural Networks; Neural Networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"8RE7K6E6","journalArticle","2020","Kwon, S.; Go, B.-H.; Lee, J.-H.","A text-based visual context modulation neural model for multimodal machine translation","Pattern Recognition Letters","","","10.1016/j.patrec.2020.06.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086641687&doi=10.1016%2fj.patrec.2020.06.010&partnerID=40&md5=70cd3650fa022a5d0e8bee3da130e6e7","We introduce a novel multimodal machine translation model that integrates image features modulated by its caption. Generally, images contain vastly more information rather than just their description. Furthermore, in multimodal machine translation task, feature maps are commonly extracted from pre-trained network for objects. Therefore, it is not appropriate to utilize these feature map directly. To extract the visual features associated with the text, we design a modulation network based on the textual information from the encoder and visual information from the pretrained CNN. However, because multimodal translation data is scarce, using overly complicated models could result in poor performance. For simplicity, we apply a feature-wise multiplicative transformation. Therefore, our model is a modular trainable network embedded in the architecture in existing multimodal translation models. We verified our model by conducting experiments on the Transformer model with the Multi30k dataset and evaluating translation quality using the BLEU and METEOR metrics. In general, our model was an improvements over a text-based model and other existing models. © 2020","2020","2021-02-07 01:17:37","2021-02-07 01:17:37","","212-218","","","136","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","Deep learning; Machine translation; Multimodality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JC6BCVZL","conferencePaper","2020","Gupta, K.K.; Haque, R.; Ekbal, A.; Bhattacharyya, P.; Way, A.","Syntax-Informed Interactive Neural Machine Translation","","","","10.1109/IJCNN48605.2020.9207491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093844216&doi=10.1109%2fIJCNN48605.2020.9207491&partnerID=40&md5=8a57c31251ec8c15c265d86b70bbbc0a","In interactive machine translation (MT), human translators correct errors in automatic translations in collaboration with the MT systems, and this is an effective way to improve productivity gain in translation. Phrase-based statistical MT (PB-SMT) has been the mainstream approach to MT for the past 30 years, both in academia and industry. Neural MT (NMT), an end-to-end learning approach to MT, represents the current state-of-the-art in MT research. The recent studies on interactive MT have indicated that NMT can significantly outperform PB-SMT.In this work, first we investigate the possibility of integrating lexical syntactic descriptions in the form of supertags into the state-of-the-art NMT model, Transformer. Then, we explore whether integration of supertags into Transformer could indeed reduce human efforts in translation in an interactive-predictive platform. From our investigation we found that our syntax-aware interactive NMT (INMT) framework significantly reduces simulated human efforts in the French-to-English and Hindi- to-English translation tasks, achieving a 2.65 point absolute corresponding to 5.65% relative improvement and a 6.55 point absolute corresponding to 19.1% relative improvement, respectively, in terms of word prediction accuracy (WPA) over the respective baselines. © 2020 IEEE.","2020","2021-02-07 01:17:39","2021-02-07 01:17:39","","","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","interactive neural machine translation; machine translation; neural machine translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the International Joint Conference on Neural Networks","","","","","","","","","","","","","","",""
"MHMFVPJR","conferencePaper","2020","Lu, W.; Zhou, J.; Zhou, L.; Liu, G.; Zhang, Q.","Challenge Training to Simulate Inference in Machine Translation","","","","10.1109/IJCNN48605.2020.9206915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093847954&doi=10.1109%2fIJCNN48605.2020.9206915&partnerID=40&md5=dbabfc0e2fd934663e3fa56fe30e65ed","Despite much success has been achieved, neural machine translation (NMT) suffers from exposure bias and evaluation discrepancy. To be specific, the generation inconsistency between the training and inference process further causes error accumulation and distribution disparity. Furthermore, NMT models are generally optimized on word-level cross-entropy loss function but evaluated by sentence-level metrics. This evaluation-level mismatch may mislead the promotion of translation performance. To address these two drawbacks, we propose to challenge training to gradually simulate inference. Namely, the decoder is fed with inferred words rather than ground truth words during training with a dynamic probability. To ensure accuracy and integrity, we adopt alignment and tailoring on the inferred words. Therefore, these words can leverage inferred information to help improve the training process. As for the dynamic simulation, we define a novel loss-sensitive probability that can sense the converge of training and finetune itself in turn. Experimental results on IWSLT 2016 German-English and WMT 2019 English-Chinese datasets demonstrate that our methodology can significantly improve translation quality. The approach of alignment and tailoring outperforms previous works. Meanwhile, the proposed loss-sensitive sampling is also useful for other state-of-the-art scheduled sampling methods to achieve further promotion. © 2020 IEEE.","2020","2021-02-07 01:17:41","2021-02-07 01:17:41","","","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","evaluation discrepancy; exposure bias; neural machine translation; schedule sampling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the International Joint Conference on Neural Networks","","","","","","","","","","","","","","",""
"DQLHERJS","conferencePaper","2020","Zhang, J.; Li, H.; Shi, S.; Huang, H.; Hu, Y.; Wei, X.","Dynamic Attention Aggregation with BERT for Neural Machine Translation","","","","10.1109/IJCNN48605.2020.9206990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093845127&doi=10.1109%2fIJCNN48605.2020.9206990&partnerID=40&md5=2eea5c6c073d42bd193d3faf5cdbadb8","The recently proposed BERT has demonstrated great power in various natural language processing tasks. However, the model does not perform effectively on cross-lingual tasks, especially on machine translation. In this work, we propose three methods to introduce pre-trained BERT into neural machine translation without fine-tuning. Our approach consists of a) a linear-attention aggregation that leverages a parameter matrix to capture the key knowledge of BERT, b) a self-attention aggregation which aims to learn what is vital for input and output, and c) a switch-gate aggregation to dynamically control the balance of the information flowing from the pre-trained BERT or the NMT model. We conduct experiments on several translation benchmarks and substantially improve over 2 BELU points on the IWSLT'14 English - German task with switch-gate aggregation method compared to a strong baseline, while our proposed model also performs remarkably on the other tasks. © 2020 IEEE.","2020","2021-02-07 01:17:43","2021-02-07 01:17:43","","","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the International Joint Conference on Neural Networks","","","","","","","","","","","","","","",""
"52FUGRUF","conferencePaper","2020","He, P.; Meister, C.; Su, Z.","Structure-invariant testing for machine translation","","","","10.1145/3377811.3380339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094138593&doi=10.1145%2f3377811.3380339&partnerID=40&md5=47779157e2a039c6ce6f5836ccf31bd9","In recent years, machine translation software has increasingly been integrated into our daily lives. People routinely use machine translation for various applications, such as describing symptoms to a foreign doctor and reading political news in a foreign language. However, the complexity and intractability of neural machine translation (NMT) models that power modern machine translation make the robustness of these systems difficult to even assess, much less guarantee. Machine translation systems can return inferior results that lead to misunderstanding, medical misdiagnoses, threats to personal safety, or political conflicts. Despite its apparent importance, validating the robustness of machine translation systems is very difficult and has, therefore, been much under-explored. To tackle this challenge, we introduce structure-invariant testing (SIT), a novel metamorphic testing approach for validating machine translation software. Our key insight is that the translation results of similar source sentences should typically exhibit similar sentence structures. Specifically, SIT (1) generates similar source sentences by substituting one word in a given sentence with semantically similar, syntactically equivalent words; (2) represents sentence structure by syntax parse trees (obtained via constituency or dependency parsing); (3) reports sentence pairs whose structures differ quantitatively by more than some threshold. To evaluate SIT, we use it to test Google Translate and Bing Microsoft Translator with 200 source sentences as input, which led to 64 and 70 buggy issues with 69.5% and 70% top-1 accuracy, respectively. The translation errors are diverse, including under-translation, over-translation, incorrect modification, word/phrase mistranslation, and unclear logic. © 2020 Association for Computing Machinery.","2020","2021-02-07 01:17:44","2021-02-07 01:17:44","","961-973","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :7</p>; <p>Export Date: 7 February 2021</p>","","","","Machine translation; Metamorphic testing; Structural invariance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Conference on Software Engineering","","","","","","","","","","","","","","",""
