Authors,Title,Year,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Yabe, T., Tsubouchi, K., Shimizu, T., Sekimoto, Y., Ukkusuri, S.V.",Unsupervised Translation via Hierarchical Anchoring: Functional Mapping of Places across Cities,2020,2841,2851,11,,10.1145/3394486.3403335,https://www.scopus.com/inward/record.url?eid=2-s2.0-85090412969&partnerID=40&md5=312f7f4d3ce14e8ae5fc98e30c9deabe,Conference Paper,Scopus,2-s2.0-85090412969
"Yamagishi, H., Komachi, M.",Improving Context-Aware Neural Machine Translation with Target-Side Context,2020,112,122,11,,10.1007/978-981-15-6168-9_10,https://www.scopus.com/inward/record.url?eid=2-s2.0-85088514716&partnerID=40&md5=221b19affcfd9c883a07616b82eb87fd,Conference Paper,Scopus,2-s2.0-85088514716
"Yan, J., Zhang, J., Xu, J.A., Zong, C.",The impact of named entity translation for neural machine translation,2019,63,73,11,1,10.1007/978-981-13-3083-4_6,https://www.scopus.com/inward/record.url?eid=2-s2.0-85060254130&partnerID=40&md5=170c6f85695fe4c95e935e1a829b882e,Conference Paper,Scopus,2-s2.0-85060254130
"Yang, J., Lange, E.D.",SYSTRAN on altavista a user study on real-time machine translation on the internet,1998,275,285,11,10,10.1007/3-540-49478-2_25,https://www.scopus.com/inward/record.url?eid=2-s2.0-79954467892&partnerID=40&md5=0f0de5b3bae2b5597ebd96c4107f18ae,Conference Paper,Scopus,2-s2.0-79954467892
"Yang, M., Zhang, M., Chen, K., Wang, R., Zhao, T.",Neural machine translation with target-attention model,2020,684,694,11,3,10.1587/transinf.2019EDP7157,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081646887&partnerID=40&md5=236f7e8f705f8751d335bacca42810ab,Article,Scopus,2-s2.0-85081646887
"Yang, M.-Y., Sun, S.-Q., Zhu, J.-G., Li, S., Zhao, T.-J., Zhu, X.-N.",Improvement of machine translation evaluation by simple linguistically motivated features,2011,57,67,11,3,10.1007/s11390-011-9415-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-79951490608&partnerID=40&md5=042e6c086654f99d977e5cd04ca68adf,Article,Scopus,2-s2.0-79951490608
"Yang, Y., Wang, X.",Modeling the intention to use machine translation for student translators: An extension of Technology Acceptance Model,2019,116,126,11,14,10.1016/j.compedu.2019.01.015,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061027854&partnerID=40&md5=a2a73148fd6f20ee5a83fd467e251a94,Article,Scopus,2-s2.0-85061027854
"Zan, H., Chen, W., Zhang, K., Jia, Y.",Analysis of typical annotation problems in bilingual case grammar treebank construction,2015,524,534,11,,10.1007/978-3-319-27194-1_53,https://www.scopus.com/inward/record.url?eid=2-s2.0-84957033500&partnerID=40&md5=e399aa56cb65384602173cdf39c892c5,Conference Paper,Scopus,2-s2.0-84957033500
"Zangenfeind, R., Sonnenhauser, B.",Russian verbal aspect and machine translation,2014,743,753,11,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904803527&partnerID=40&md5=0568056b2cae9b29ae049a61a1fd769b,Article,Scopus,2-s2.0-84904803527
"Zbib, R., Malchiodi, E., Devlin, J., Stallard, D., Matsoukas, S., Schwartz, R., Makhoul, J., Zaidan, O.F., Callison-Burch, C.",Machine translation of arabic dialects,2012,49,59,11,80,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84883159872&partnerID=40&md5=7d6910c6c4f89f844d7b23cc348f8802,Conference Paper,Scopus,2-s2.0-84883159872
"Zeng, J., Liu, Y., Su, J., Ge, Y., Lu, Y., Yin, Y., Luo, J.",Iterative dual domain adaptation for neural machine translation,2020,845,855,11,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084306569&partnerID=40&md5=eab810e94644b6a1061e70eb3e4ce9c2,Conference Paper,Scopus,2-s2.0-85084306569
"Zeng, J., Su, J., Wen, H., Liu, Y., Xie, J., Yin, Y., Zhao, J.",Multi-domain neural machine translation with word-level domain context discrimination,2020,447,457,11,7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081740667&partnerID=40&md5=d66dbccd44c926a2ac43b52892611f36,Conference Paper,Scopus,2-s2.0-85081740667
"Zhai, J., Yu, Z., Gao, S., Wang, Z., Pu, L.",Phrase-based Chinese-vietnamese pseudo-parallel sentence pair generation,2019,58,68,11,,10.1007/978-981-15-1721-1_6,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076678364&partnerID=40&md5=83866760f8dd34ed62594da3f46eed47,Conference Paper,Scopus,2-s2.0-85076678364
"Zhang, B., Xiong, D., Su, J., Lin, Q., Zhang, H.",Simplifying neural machine translation with addition-subtraction twin-gated recurrent networks,2020,4273,4283,11,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081746387&partnerID=40&md5=05709d1e2b80213cc0449d3f27eb7d34,Conference Paper,Scopus,2-s2.0-85081746387
"Zhang, B., Xiong, D., Xie, J., Su, J.",Neural machine translation with gru-gated attention model,2020,4688,4698,11,6,10.1109/TNNLS.2019.2957276,https://www.scopus.com/inward/record.url?eid=2-s2.0-85089753468&partnerID=40&md5=ae92da5de1ae96232eb2690a0df434a3,Article,Scopus,2-s2.0-85089753468
"Zhang, J., Li, L., Way, A., Liu, Q.",Topic-informed neural machine translation,2016,1807,1817,11,15,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045748537&partnerID=40&md5=623a0cb230e0e7bbe2a8329470a3b03f,Conference Paper,Scopus,2-s2.0-85045748537
"Zhang, J., Utiyama, M., Sumita, E., Neubig, G., Nakamura, S.",Guiding neural machine translation with retrieved translation pieces,2018,1325,1335,11,10,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081748304&partnerID=40&md5=c81c290309ba7c384b328a7200221c70,Conference Paper,Scopus,2-s2.0-85081748304
"Zhang, J., Wang, M., Liu, Q., Zhou, J.",Incorporating word reordering knowledge into attention-based neural machine translation,2017,1524,1534,11,23,10.18653/v1/P17-1140,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040925403&partnerID=40&md5=8157b8fe72f6f122993d97b742984774,Conference Paper,Scopus,2-s2.0-85040925403
"Zhang, M., Li, Z., Fu, G., Zhang, M.",Syntax-enhanced neural machine translation with syntax-aware word representations,2019,1151,1161,11,10,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081953491&partnerID=40&md5=2d097862bd68ac071e7ad5622e6ddd63,Conference Paper,Scopus,2-s2.0-85081953491
"Zhang, W., Huang, L., Feng, Y., Shen, L., Liu, Q.",Speeding up neural machine translation decoding by cube pruning,2020,4284,4294,11,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85073075904&partnerID=40&md5=4519f14d34b84a21f46f02ce80ddbdc2,Conference Paper,Scopus,2-s2.0-85073075904
"Zhang, Z., Li, W., Su, Q.",Automatic Translating Between Ancient Chinese and Contemporary Chinese with Limited Aligned Corpora,2019,157,167,11,,10.1007/978-3-030-32236-6_13,https://www.scopus.com/inward/record.url?eid=2-s2.0-85075816061&partnerID=40&md5=b9e70b6d07fdc597f13b7cc8ee814ad6,Conference Paper,Scopus,2-s2.0-85075816061
"Zhao, Y., Ji, Y., Xi, N., Huang, S., Chen, J.",Language modelweight adaptation based on cross-entropy for statistical machine translation,2011,20,30,11,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84863858754&partnerID=40&md5=363c21934bc8a27a49ce58a468c5a5bc,Article,Scopus,2-s2.0-84863858754
"Zheng, Z., Huang, S., Tu, Z., Dai, X.-Y., Chen, J.",Dynamic past and future for neural machine translation,2020,931,941,11,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084320687&partnerID=40&md5=88d3f15cf4e6596577532445c65f6ec8,Conference Paper,Scopus,2-s2.0-85084320687
"Zhou, M., Cheng, R., Lee, Y.J., Yu, Z.",A visual attention grounding neural model for multimodal machine translation,2020,3643,3653,11,7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85074918710&partnerID=40&md5=c3b7f2fd12ae9798512e36d4e3857114,Conference Paper,Scopus,2-s2.0-85074918710
"Zhou, X., Cao, H., Zhao, T.",Domain adaptation for SMT using sentence weight,2015,153,163,11,4,10.1007/978-3-319-25816-4_13,https://www.scopus.com/inward/record.url?eid=2-s2.0-84952653066&partnerID=40&md5=bc35a90af2848e7e2ad7df68ea804b17,Conference Paper,Scopus,2-s2.0-84952653066
"Zhu, X., He, Z., Wu, H., Zhu, C., Wang, H., Zhao, T.",Improving Pivot-based statistical machine translation by pivoting the co-occurrence count of phrase Pairs,2014,1665,1675,11,11,10.3115/v1/d14-1174,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961322507&partnerID=40&md5=131fd950807e8a74774e639a625c3be5,Conference Paper,Scopus,2-s2.0-84961322507
"Zuñiga, D.F., Amido, T., Camargo, J.E.",Automatic computation of poetic creativity in parallel corpora,2017,710,720,11,,10.1007/978-3-319-66562-7_50,https://www.scopus.com/inward/record.url?eid=2-s2.0-85028840628&partnerID=40&md5=f5740024aaac1e2c6126f99f21b7dd3f,Conference Paper,Scopus,2-s2.0-85028840628
"AbuZeina, D., Elshafei, M.",Modeling of Arabic Cross-Word Pronunciation Variations,2012,47,58,12,,10.1007/978-1-4614-1213-7_5,https://www.scopus.com/inward/record.url?eid=2-s2.0-85101157403&partnerID=40&md5=4954898b8683be5da0dedc55ece86821,Book Chapter,Scopus,2-s2.0-85101157403
"Afzal, Z., Akhondi, S.A., van Haagen, H.H.H.B.M., van Mulligen, E.M., Kors, J.A.",Concept recognition in French biomedical text using automatic translation,2016,162,173,12,1,10.1007/978-3-319-44564-9_13,https://www.scopus.com/inward/record.url?eid=2-s2.0-84984833798&partnerID=40&md5=67c3c0aaadf26aebaa4f4e54c4c329e0,Conference Paper,Scopus,2-s2.0-84984833798
"Ahkouk, K., Machkour, M.",Towards an interface for translating natural language questions to SQL: A conceptual framework from a systematic review,2020,264,275,12,1,10.1504/IJRIS.2020.111786,https://www.scopus.com/inward/record.url?eid=2-s2.0-85097953217&partnerID=40&md5=1e5e2dd0bc2de25d6c5896d85246ce5a,Review,Scopus,2-s2.0-85097953217
"Ahmadnia, B., Serrano, J., Haffari, G., Balouchzahi, N.-M.",Direct-bridge combination scenario for Persian-Spanish low-resource statistical machine translation,2018,67,78,12,4,10.1007/978-3-030-01204-5_7,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054835000&partnerID=40&md5=6ec8b62976f91e66d72669b45bb260a5,Conference Paper,Scopus,2-s2.0-85054835000
"Alegria, I., Aranberri, N., España-Bonet, C., Gamallo, P., Oliveira, H.G., Martnez, E., San Vicente, I., Toral, A., Zubiaga, A.",Overview of TweetMT: A shared task on machine translation of tweets at SEPLN 2015,2015,8,19,12,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84948669405&partnerID=40&md5=cc731b635e354c56d8b19b875b18174c,Conference Paper,Scopus,2-s2.0-84948669405
"Almansor, E.H., Al-Ani, A., Hussain, F.K.",Transferring Informal Text in Arabic as Low Resource Languages: State-of-the-Art and Future Research Directions,2020,176,187,12,,10.1007/978-3-030-22354-0_17,https://www.scopus.com/inward/record.url?eid=2-s2.0-85068439124&partnerID=40&md5=5b605a14cecd966c6dc51cec4f08f85f,Conference Paper,Scopus,2-s2.0-85068439124
"Arafat Ali, H., El-Desouky, A.I., Abd El-Gwad, A.O.",Realization of high-performance bilingual English/Arabic articulated document analysis and understanding system,2003,54,65,12,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0037211243&partnerID=40&md5=726483f38bc99bc4ef9b613d3e8bb34b,Article,Scopus,2-s2.0-0037211243
"Balahur, A., Turchi, M.",Comparative experiments for multilingual sentiment analysis using machine translation,2012,75,86,12,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84891791227&partnerID=40&md5=30cd3597b02cce3bac13266b9167520e,Conference Paper,Scopus,2-s2.0-84891791227
"Balamurali, A.R., Khapra, M.M., Bhattacharyya, P.",Lost in translation: Viability of machine translation for cross language sentiment analysis,2013,38,49,12,8,10.1007/978-3-642-37256-8_4,https://www.scopus.com/inward/record.url?eid=2-s2.0-84875512942&partnerID=40&md5=3affc78629703c7f3b12bd15d13197bc,Conference Paper,Scopus,2-s2.0-84875512942
"Barreiro, A.",SPIDER: A system for paraphrasing in document editing and revision - Applicability in machine translation pre-editing,2011,365,376,12,5,10.1007/978-3-642-19437-5_30,https://www.scopus.com/inward/record.url?eid=2-s2.0-79952263338&partnerID=40&md5=585f078594a231abdd8d6be3b65322f1,Conference Paper,Scopus,2-s2.0-79952263338
"Batoulis, K., Eid-Sabbagh, R.-H., Leopold, H., Weske, M., Mendling, J.",Automatic business process model translation with BPMT,2013,217,228,12,,10.1007/978-3-642-38490-5_21,https://www.scopus.com/inward/record.url?eid=2-s2.0-84879861967&partnerID=40&md5=437c48126d92266e31e9fe491ff2b866,Conference Paper,Scopus,2-s2.0-84879861967
"Bentivogli, L., Bertoldi, N., Cettolo, M., Federico, M., Negri, M., Turchi, M.",On the evaluation of adaptive machine translation for human post-editing,2016,388,399,12,10,10.1109/TASLP.2015.2509241,https://www.scopus.com/inward/record.url?eid=2-s2.0-84962821268&partnerID=40&md5=5e4016200d5f3d64730a839f53d5a36a,Article,Scopus,2-s2.0-84962821268
"Bicici, E., Yuret, D.",Optimizing instance selection for statistical machine translation with feature decay algorithms,2015,339,350,12,9,10.1109/TASLP.2014.2381882,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921646370&partnerID=40&md5=2bef039d097c87565b51b7e3c8093bf9,Article,Scopus,2-s2.0-84921646370
"Bick, E.",Constraint grammar-based Swedish-Danish machine translation,2014,216,227,12,,10.1007/978-3-319-10888-9_23,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921657588&partnerID=40&md5=a82768d736a41432191dcdb0b9f5d862,Article,Scopus,2-s2.0-84921657588
"Bieck, R., Heuermann, K., Pirlich, M., Neumann, J., Neumuth, T.",Language-based translation and prediction of surgical navigation steps for endoscopic wayfinding assistance in minimally invasive surgery,2020,2089,2100,12,,10.1007/s11548-020-02264-2,https://www.scopus.com/inward/record.url?eid=2-s2.0-85092402607&partnerID=40&md5=2a6b4a2cfebdbf3e7f086ae044a18371,Article,Scopus,2-s2.0-85092402607
"Birch, A., Osborne, M., Blunsom, P.",Metrics for MT evaluation: Evaluating reordering,2010,15,26,12,20,10.1007/s10590-009-9066-5,https://www.scopus.com/inward/record.url?eid=2-s2.0-78650066410&partnerID=40&md5=3756b833e991a3ca7da3c403c854ef83,Article,Scopus,2-s2.0-78650066410
"Boguslavsky, I.M., Iomdin, L.L., Lazursky, A.V., Mityushin, L.G., Sizov, V.G., Kreydlin, L.G., Berdichevsky, A.S.",Interactive Resolution of Intrinsic and Translational Ambiguity in a Machine Translation System,2005,388,399,12,2,10.1007/978-3-540-30586-6_42,https://www.scopus.com/inward/record.url?eid=2-s2.0-24344448739&partnerID=40&md5=39d012b79424bc4e68e3d60d8774e38e,Conference Paper,Scopus,2-s2.0-24344448739
"Caglayan, O., Madhyastha, P., Specia, L., Barrault, L.",Probing the need for visual context in multimodal machine translation,2019,4159,4170,12,8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081884673&partnerID=40&md5=6b690bcb52a9cb99a401d7301ce80015,Conference Paper,Scopus,2-s2.0-85081884673
"Calixto, I., Liu, Q., Campbell, N.",Doubly-attentive decoder for multi-modal neural machine translation,2017,1913,1924,12,36,10.18653/v1/P17-1175,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040904118&partnerID=40&md5=9f4e789f0e5684eec122f9965055bf0a,Conference Paper,Scopus,2-s2.0-85040904118
"Cheikhrouhou, H.",The Automatic Translation of French Verbal Tenses to Arabic Using the Platform NooJ,2018,156,167,12,1,10.1007/978-3-319-73420-0_13,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040237701&partnerID=40&md5=ac47cc4a1e8931c17ae0a04810f4d5c0,Conference Paper,Scopus,2-s2.0-85040237701
"Chen, C., Su, T., Meng, G., Xing, Z., Liu, Y.",From UI design image to GUI skeleton: A neural machine translator to bootstrap mobile GUI implementation,2018,665,676,12,45,10.1145/3180155.3180240,https://www.scopus.com/inward/record.url?eid=2-s2.0-85049411978&partnerID=40&md5=0a8217d302efedc5a8614a0e25db20d5,Conference Paper,Scopus,2-s2.0-85049411978
"Chen, K., Wang, R., Utiyama, M., Sumita, E., Zhao, T., Yang, M., Zhao, H.",Towards More Diverse Input Representation for Neural Machine Translation,2020,1586,1597,12,3,10.1109/TASLP.2020.2996077,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086447069&partnerID=40&md5=9be62729c8f9ad82d2c956d788ba320d,Article,Scopus,2-s2.0-85086447069
"Chen, L., Li, M., Zhang, J., Zhu, Z., Yang, Z.",A statistical method for translating chinese into under-resourced minority languages,2014,49,60,12,3,10.1007/978-3-662-45701-6_5,https://www.scopus.com/inward/record.url?eid=2-s2.0-84914811859&partnerID=40&md5=9f33631c4a5530a8445e488baff442a0,Conference Paper,Scopus,2-s2.0-84914811859
"Chen, S., Matsumoto, T.",Translation of quantifiers in Japanese-Chinese machine translation,2012,11,22,12,4,10.1007/978-3-642-33983-7_2,https://www.scopus.com/inward/record.url?eid=2-s2.0-84868155580&partnerID=40&md5=1b2d42346d3c3d936e0ae45e2e550a7a,Conference Paper,Scopus,2-s2.0-84868155580
"Chen, Y., Shi, X., Zhou, C.",A method for incorporating language models based on linkage grammar into phrase-based SMT Models,2011,1219,1230,12,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84860213536&partnerID=40&md5=012f2f93f35997331a4758b650c3756e,Article,Scopus,2-s2.0-84860213536
"Choi, H., Cho, K., Bengio, Y.",Context-dependent word representation for neural machine translation,2017,149,160,12,28,10.1016/j.csl.2017.01.007,https://www.scopus.com/inward/record.url?eid=2-s2.0-85014469233&partnerID=40&md5=c4e5b3325672edd48e4d9061d9a3e981,Article,Scopus,2-s2.0-85014469233
"Costa, J., Gomes, L., Lopes, G.P., Russo, L.M.S., Brisaboa, N.R.",Compact and fast indexes for translation related tasks,2013,504,515,12,,10.1007/978-3-642-40669-0_43,https://www.scopus.com/inward/record.url?eid=2-s2.0-84884721842&partnerID=40&md5=4856efb4b78ceaba868b59e5f81adb6e,Conference Paper,Scopus,2-s2.0-84884721842
"Dew, K.N., Turner, A.M., Choi, Y.K., Bosold, A., Kirchhoff, K.",Development of machine translation technology for assisting health communication: A systematic review,2018,56,67,12,18,10.1016/j.jbi.2018.07.018,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050539560&partnerID=40&md5=8edd6e379ae4980be72b300d277463f9,Review,Scopus,2-s2.0-85050539560
"Ding, Y., Ray, B., Devanbu, P., Hellendoorn, V.J.",Patching as Translation: The Data and the Metaphor,2020,275,286,12,1,10.1145/3324884.3416587,https://www.scopus.com/inward/record.url?eid=2-s2.0-85099188843&partnerID=40&md5=ea29993846d9649c699e17c678b5be50,Conference Paper,Scopus,2-s2.0-85099188843
"Doherty, S., O'Brien, S.",Assessing the Usability of Raw Machine Translated Output: A User-Centered Study Using Eye Tracking,2014,40,51,12,21,10.1080/10447318.2013.802199,https://www.scopus.com/inward/record.url?eid=2-s2.0-84889604604&partnerID=40&md5=584c6a8e99bcf48bc5aab43e60aac371,Article,Scopus,2-s2.0-84889604604
"Dong, L., Long, Z., Utsuro, T., Mitsuhashi, T., Yamamoto, M.",Collecting bilingual technical terms from Japanese-Chinese patent families by SVM,2016,251,262,12,,10.1007/978-981-10-0515-2_18,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961118985&partnerID=40&md5=857ea996f42d8394471d816551d04bb8,Conference Paper,Scopus,2-s2.0-84961118985
"Dong, T., Cremers, A.B.",A novel machine translation method for learning chinese as a foreign language,2014,343,354,12,1,10.1007/978-3-642-54903-8_29,https://www.scopus.com/inward/record.url?eid=2-s2.0-84958551362&partnerID=40&md5=93b9fe98c728d3c9e56bb6fe1272aa3d,Conference Paper,Scopus,2-s2.0-84958551362
"Dubey, P.",The Hindi to Dogri machine translation system: grammatical perspective,2019,171,182,12,4,10.1007/s41870-018-0085-4,https://www.scopus.com/inward/record.url?eid=2-s2.0-85088119282&partnerID=40&md5=4a3953f268548365263d433dd523b988,Article,Scopus,2-s2.0-85088119282
"Duran, J., Villarejo, L., Farrús, M., Ortiz, S., Ramírez, G.",Incorporating subject areas into the apertium machine translation system,2013,281,292,12,,10.1007/978-3-642-34399-5_15,https://www.scopus.com/inward/record.url?eid=2-s2.0-84870552910&partnerID=40&md5=359a3960b45ec1ad91e080c6e1ea0893,Article,Scopus,2-s2.0-84870552910
"El Marouani, M., Boudaa, T., Enneya, N.",Incorporation of linguistic features in machine translation evaluation of arabic,2018,500,511,12,3,10.1007/978-3-319-96292-4_39,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063732480&partnerID=40&md5=0e0a79695560ca66725d6907bec2ea28,Article,Scopus,2-s2.0-85063732480
"Esmaeili Aliabadi, D., Av?ar, B., Yousefnezhad, R., Esmaeili Aliabadi, E.",Investigating global language networks using Google search queries,2019,66,77,12,2,10.1016/j.eswa.2018.12.016,https://www.scopus.com/inward/record.url?eid=2-s2.0-85058424328&partnerID=40&md5=996fddb1e2162505721501a2c8f7edfd,Article,Scopus,2-s2.0-85058424328
"Fan, Y., Tian, F., Xia, Y., Qin, T., Li, X.-Y., Liu, T.-Y.",Searching Better Architectures for Neural Machine Translation,2020,1574,1585,12,4,10.1109/TASLP.2020.2995270,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086435760&partnerID=40&md5=4b01363fd64f7132942e6b4677faddd8,Article,Scopus,2-s2.0-85086435760
"Fattah, M.A., Ren, F., Kuroiwa, S.",Sentence alignment using feed forward neural network,2006,423,434,12,3,10.1142/S0129065706000822,https://www.scopus.com/inward/record.url?eid=2-s2.0-33846668240&partnerID=40&md5=2b8fb2072cd737f106e9a2307b2bd869,Article,Scopus,2-s2.0-33846668240
"Federmann, C.",A machine-learning framework for hybrid machine translation,2012,37,48,12,1,10.1007/978-3-642-33347-7_4,https://www.scopus.com/inward/record.url?eid=2-s2.0-84868218327&partnerID=40&md5=f5a64dce1d55e23348c4591a5533c47c,Conference Paper,Scopus,2-s2.0-84868218327
"Fedosov, A., Eliseeva, D., Karnaukhova, A.",The Use of Machine Translation System for Component Development of Adaptive Computer System for Individual Testing of Students’ Knowledge,2019,471,482,12,1,10.1007/978-3-030-37858-5_40,https://www.scopus.com/inward/record.url?eid=2-s2.0-85078541595&partnerID=40&md5=c0034f4ee6758e167a2ce4e5a4431c80,Conference Paper,Scopus,2-s2.0-85078541595
"Feng, M., Sun, W., Ney, H.",Semantic cohesion model for phrase-based SMT,2012,867,878,12,6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84876791351&partnerID=40&md5=86f0f65a7ca250cce9baa2435687a6ce,Conference Paper,Scopus,2-s2.0-84876791351
"Fernández, M., Pichel, J.C., Cabaleiro, J.C., Pena, T.F.",Boosting performance of a Statistical Machine Translation system using dynamic parallelism,2016,37,48,12,1,10.1016/j.jocs.2016.01.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-84956604096&partnerID=40&md5=fba834af82e967229ddcc7abf24d6e98,Article,Scopus,2-s2.0-84956604096
"Ferrández, S., Ferrández, A.",The negative effect of machine translation on cross-lingual question answering,2007,494,505,12,7,10.1007/978-3-540-70939-8_44,https://www.scopus.com/inward/record.url?eid=2-s2.0-37249023069&partnerID=40&md5=62649018a134baa494122cf5b481e4d0,Conference Paper,Scopus,2-s2.0-37249023069
"Fomicheva, M., Bel, N., Da Cunha, I.",Neutralizing the effect of translation shifts on automatic machine translation evaluation,2015,596,607,12,1,10.1007/978-3-319-18111-0_45,https://www.scopus.com/inward/record.url?eid=2-s2.0-84942626904&partnerID=40&md5=1532fd97a4da1d61ac5d48c1cf39bcb3,Conference Paper,Scopus,2-s2.0-84942626904
"Fujii, A., Ishikawa, T.",Applying machine translation to two-stage cross-language information retrieval,2000,13,24,12,8,10.1007/3-540-39965-8_2,https://www.scopus.com/inward/record.url?eid=2-s2.0-84943139651&partnerID=40&md5=44754acf1f3e78d66a0f3e3694647f2b,Conference Paper,Scopus,2-s2.0-84943139651
"Gamallo, P., Labaka, G.",Using dependency-based contextualization for transferring passive constructions from english to Spanish | Contextualización basada en dependencias sintácticas para transferir construcciones pasivas de inglés a español,2021,53,64,12,,10.26342/2021-66-4,https://www.scopus.com/inward/record.url?eid=2-s2.0-85104271282&partnerID=40&md5=633e79677c17451f7a641bf66d8f0f24,Article,Scopus,2-s2.0-85104271282
"Gao, G., Xu, B., Cosley, D., Fussell, S.R.",How beliefs about the presence of machine translation impact multilingual collaborations,2014,1549,1560,12,7,10.1145/2531602.2531702,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898933382&partnerID=40&md5=7e0cbfdbf18f75b9cf5005d017563399,Conference Paper,Scopus,2-s2.0-84898933382
"Gao, G., Xu, B., Hau, D., Yao, Z., Cosley, D., Fussell, S.R.",Two is better than one: Improving multilingual collaboration by giving two machine translation outputs,2015,852,863,12,7,10.1145/2675133.2675197,https://www.scopus.com/inward/record.url?eid=2-s2.0-84968807598&partnerID=40&md5=e69e903137dfb29b195423e49aea3de7,Conference Paper,Scopus,2-s2.0-84968807598
"Garmash, E., Monz, C.",Dependency-based bilingual language models for reordering in statistical machine translation,2014,1689,1700,12,9,10.3115/v1/d14-1176,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926034257&partnerID=40&md5=860acf4cd547dfb828b20a2062da3e8a,Conference Paper,Scopus,2-s2.0-84926034257
"Gimpel, K., Batra, D., Dyer, C., Shakhnarovich, G.",A systematic exploration of diversity in machine translation,2013,1100,1111,12,33,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926335585&partnerID=40&md5=39e100679be5e5f3d486c87b02b5923f,Conference Paper,Scopus,2-s2.0-84926335585
"Gimpel, K., Smith, N.A.",Quasi-synchronous phrase dependency grammars for machine translation,2011,474,485,12,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053220405&partnerID=40&md5=f4482ec80b50166ba38050e632016124,Conference Paper,Scopus,2-s2.0-80053220405
"Goto, I., Utiyama, M., Onishi, T., Sumita, E.",An empirical comparison of parsers in constraining reordering for E-J patent machine translation,2012,871,882,12,,10.2197/ipsjjip.20.871,https://www.scopus.com/inward/record.url?eid=2-s2.0-84871182407&partnerID=40&md5=55346fccf587d47b6790cb19373eb4ad,Article,Scopus,2-s2.0-84871182407
"Gulcehre, C., Firat, O., Xu, K., Cho, K., Bengio, Y.",On integrating a language model into neural machine translation,2017,137,148,12,33,10.1016/j.csl.2017.01.014,https://www.scopus.com/inward/record.url?eid=2-s2.0-85016590817&partnerID=40&md5=7bf865d0bb288dc8d4e765464fbe9b14,Article,Scopus,2-s2.0-85016590817
"Guo, Z., Hou, H., Wu, N., Sun, S.",Neural Machine Translation Based on Improved Actor-Critic Method,2020,346,357,12,,10.1007/978-3-030-61616-8_28,https://www.scopus.com/inward/record.url?eid=2-s2.0-85094103057&partnerID=40&md5=8a8ae1903574e296769a5ab85fe35ec7,Conference Paper,Scopus,2-s2.0-85094103057
"Hajlaoui, N., Popescu-Belis, A.",Assessing the accuracy of discourse connective translations: Validation of an automatic metric,2013,236,247,12,5,10.1007/978-3-642-37256-8_20,https://www.scopus.com/inward/record.url?eid=2-s2.0-84875484832&partnerID=40&md5=0893666045ee5689b8d6207f00f9496d,Conference Paper,Scopus,2-s2.0-84875484832
"Harrat, S., Meftouh, K., Smaili, K.",Machine translation for Arabic dialects (survey),2019,262,273,12,10,10.1016/j.ipm.2017.08.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-85028601443&partnerID=40&md5=9521fd758c08a76b11a62543183016ce,Article,Scopus,2-s2.0-85028601443
