"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"On statistical machine translation method for lexicon refinement in speech recognition","H. Xu; X. Xiao; E. Chng; H. Li","Temasek Laboratories, Nanyang Technological University, Singapore; Temasek Laboratories, Nanyang Technological University, Singapore; Temasek Laboratories, Nanyang Technological University, Singapore; Temasek Laboratories, Nanyang Technological University, Singapore","2015 IEEE China Summit and International Conference on Signal and Information Processing (ChinaSIP)","3 Sep 2015","2015","","","25","29","In low resource Automatic Speech Recognition (ASR), one usually resorts to the Statistical Machine Translation (SMT) technique to learn transform rules to refine grapheme lexicon. To do this, we face two challenges. One is to generate grapheme sequences from the training data as the targets, which is paired with the original transcripts to train SMT models; the other is to effectively prune the learned rules from the translation model. In this paper we further this study. First we propose a simple but effective pruning method; second, to see in which case we are able to learn better rules, different setups with various acoustic and language model combinations are investigated; finally, to examine if the rules in different setups are complementary, lexicons generated via different rule tables are merged in ASR experiments. We report a WER reduction of up to 6.2% with the proposed technique.","","978-1-4799-1948-2","10.1109/ChinaSIP.2015.7230355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7230355","lexicon learning;grapheme lexicon;statistical machine translation;system fusion;automatic speech recognition","Hidden Markov models;Acoustics;Training data;Data models;Speech recognition;Speech;Accuracy","language translation;learning (artificial intelligence);speech recognition","statistical machine translation method;SMT;grapheme lexicon refinement;automatic speech recognition;ASR;pruning method","","","","20","","3 Sep 2015","","","IEEE","IEEE Conferences"
"Efficient integration of translation and speech models in dictation based machine aided human translation","L. Rodríguez; A. Reddy; R. Rose","Departamento de Sistemas Informáticos, University of Castilla La Mancha, Spain; Dept. of Electrical and Computer Engineering, McGill University, Montreal, Quebec, Canada; Dept. of Electrical and Computer Engineering, McGill University, Montreal, Quebec, Canada","2012 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","30 Aug 2012","2012","","","4949","4952","This paper is concerned with combining models for decoding an optimum translation for a dictation based machine aided human translation (MAHT) task. Statistical language model (SLM) probabilities in automatic speech recognition (ASR) are updated using statistical machine translation (SMT) model probabilities. The effect of this procedure is evaluated for utterances from human translators dictating translations of source language documents. It is shown that computational complexity is significantly reduced while at the same time word error rate is reduced by 30%.","2379-190X","978-1-4673-0046-9","10.1109/ICASSP.2012.6289030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6289030","speech recognition;machine translation;speech input interfaces","Lattices;Decoding;Speech;Humans;Computational modeling;Probability;Vocabulary","language translation;speech processing;speech recognition","speech model;dictation based machine aided human translation;statistical language model probability;automatic speech recognition;statistical machine translation model probability;human translator;source language document;computational complexity;word error rate","","1","","13","","30 Aug 2012","","","IEEE","IEEE Conferences"
"An analysis of machine translation and speech synthesis in speech-to-speech translation system","K. Hashimoto; J. Yamagishi; W. Byrne; S. King; K. Tokuda","Nagoya Institute of Technology, Department of Computer Science and Engineering, Japan; University of Edinburgh, Centre for Speech Technology Research, United Kingdom; Cambridge University, Engineering Department, United Kingdom; University of Edinburgh, Centre for Speech Technology Research, United Kingdom; Nagoya Institute of Technology, Department of Computer Science and Engineering, Japan","2011 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","11 Jul 2011","2011","","","5108","5111","This paper provides an analysis of the impacts of machine translation and speech synthesis on speech-to-speech translation systems. The speech-to-speech translation system consists of three components: speech recognition, machine translation and speech synthesis. Many techniques for integration of speech recognition and machine translation have been proposed. However, speech synthesis has not yet been considered. Therefore, in this paper, we focus on machine translation and speech synthesis, and report a subjective evaluation to analyze the impact of each component. The results of these analyses show that the naturalness and intelligibility of synthesized speech are strongly affected by the fluency of the translated sentences.","2379-190X","978-1-4577-0539-7","10.1109/ICASSP.2011.5947506","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5947506","speech synthesis;machine translation;speechto-speech translation;subjective evaluation","Speech;Speech synthesis;Correlation;Speech recognition;Natural languages;Hidden Markov models;Training data","speech recognition;speech synthesis","machine translation;speech synthesis;speech-to-speech translation system;speech recognition","","3","","21","","11 Jul 2011","","","IEEE","IEEE Conferences"
"WordNet Based Sign Language Machine Translation: from English Voice to ISL Gloss","K. Saija; S. Sangeetha; V. Shah","Radisys India Pvt. Ltd.,Bengaluru,India; National Institute of Technology,Trichy,India; Indian Institute of Technology,Guwahati,India","2019 IEEE 16th India Council International Conference (INDICON)","12 Mar 2020","2019","","","1","4","Communication is an essential part of human life. For the person with hearing and speaking disability, it is inconvenient to communicate with other people. In this paper, an end-to-end system to convert English voice to Indian Sign Language (ISL) gloss (written form of sign language) is proposed which will help deaf to communicate with others and vice versa. This system accepts English voice as an input and, converts it into the text using the speech recognition. From the recognized English text, ISL gloss is generated using the lexical database called WordNet. The focus of our work is to build a robust sign language machine translation system to convert the English text to ISL gloss using the linguistic database WordNet.","2325-9418","978-1-7281-2327-1","10.1109/INDICON47234.2019.9029074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9029074","Indian Sign Language;Sign language machine translation;WordNet;HMM;Natural Language Processing","Assistive technology;Gesture recognition;Dictionaries;Speech recognition;Hidden Markov models;Databases;Statistical analysis","handicapped aids;human computer interaction;language translation;natural language processing;sign language recognition;speech recognition;text analysis","ISL gloss;speaking disability;end-to-end system;Indian Sign Language gloss;linguistic database;English text recognition;English voice input;speech recognition;WordNet based sign language machine translation","","","","16","","12 Mar 2020","","","IEEE","IEEE Conferences"
"End-to-End Speech Translation With Transcoding by Multi-Task Learning for Distant Language Pairs","T. Kano; S. Sakti; S. Nakamura","Nara Institute of Science and Technology, Ikoma, Japan; Graduate School of Science and Technology, Nara Institute of Science and Technology, Ikoma, Japan; Data Science Center and Graduate School of Science and Technology, Nara Institute of Science and Technology, Ikoma, Japan","IEEE/ACM Transactions on Audio, Speech, and Language Processing","8 May 2020","2020","28","","1342","1355","Directly translating spoken utterances from a source language to a target language is challenging because it requires a fundamental transformation in both linguistic and para/non-linguistic features. Traditional speech-to-speech translation approaches concatenate automatic speech recognition (ASR), text-to-text machine translation (MT), and text-to-speech synthesizer (TTS) by text information. The current state-of-the-art models for ASR, MT, and TTS have mainly been built using deep neural networks, in particular, an attention-based encoder-decoder neural network with an attention mechanism. Recently, several works have constructed end-to-end direct speech-to-text translation by combining ASR and MT into a single model. However, the usefulness of these models has only been investigated on language pairs of similar syntax and word order (e.g., English-French or English-Spanish). For syntactically distant language pairs (e.g., English-Japanese), speech translation requires distant word reordering. Furthermore, parallel texts with corresponding speech utterances that are suitable for training end-to-end speech translation are generally unavailable. Collecting such corpora is usually time-consuming and expensive. This article proposes the first attempt to build an end-to-end direct speech-to-text translation system on syntactically distant language pairs that suffer from long-distance reordering. We train the model on English (subject-verb-object (SVO) word order) and Japanese (SOV word order) language pairs. To guide the attention-based encoder-decoder model on this difficult problem, we construct end-to-end speech translation with transcoding and utilize curriculum learning (CL) strategies that gradually train the network for end-to-end speech translation tasks by adapting the decoder or encoder parts. We use TTS for data augmentation to generate corresponding speech utterances from the existing parallel text data. Our experiment results show that the proposed approach provides significant improvements compared with conventional cascade models and the direct speech translation approach that uses a single model without transcoding and CL strategies.","2329-9304","","10.1109/TASLP.2020.2986886","JSPS KAKENHI; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9072502","End-to-end speech-to-text translation;automatic speech recognition;machine translation (MT);multi-task learning","Task analysis;Decoding;Speech processing;Recurrent neural networks;Training;Adaptation models","computational linguistics;decoding;language translation;learning (artificial intelligence);natural language processing;neural nets;speech recognition;text analysis","source language;target language;ASR;text-to-text machine translation;MT;text-to-speech synthesizer;TTS;text information;attention-based encoder-decoder neural network;syntactically distant language pairs;speech utterances;training end-to-end speech translation;end-to-end direct speech-to-text translation system;Japanese language pairs;attention-based encoder-decoder model;direct speech translation approach;parallel text data;subject-verb-object word order;SOV word order;curriculum learning;data augmentation;speech translation","","2","","32","IEEE","20 Apr 2020","","","IEEE","IEEE Journals"
"Machine Translation of LATEX Based Mathematical Equations to Spoken Mathematics","M. M. Thinn; Y. K. Thu; H. M. Nwe; N. N. Yee; T. Myint; H. A. Thant; T. Supnithi","University of Technology (Yatanarpon Cyber City),Department of Information Science,Pyin Oo Lwin,Myanmar; National Electronic and Computer Technology Center (NECTEC),Language and Semantic Technology Research Team (LST),Pathum Thani,Thailand; University of Technology (Yatanarpon Cyber City),Department of Information Science,Pyin Oo Lwin,Myanmar; University of Technology (Yatanarpon Cyber City),Department of Information Science,Pyin Oo Lwin,Myanmar; University of Technology (Yatanarpon Cyber City),Department of Information Science,Pyin Oo Lwin,Myanmar; University of Technology (Yatanarpon Cyber City),Department of Information Science,Pyin Oo Lwin,Myanmar; National Electronic and Computer Technology Center (NECTEC),Language and Semantic Technology Research Team (LST),Pathum Thani,Thailand","2020 24th International Computer Science and Engineering Conference (ICSEC)","15 Mar 2021","2020","","","1","6","This paper describes the machine translation of LATEX encoded mathematical equations to spoken mathematical sentences. A LATEX- Spoken math parallel corpus (5,600 sentences) was developed. In this paper, the 10-fold cross-validation experiments were carried out by applying Phrase-based Statistical Machine Translation (PBSMT), Weighted Finite-State Transducers (WFST) and Ripple Down Rules (RDR) based tagging approaches. The BLEU, RIBES, F1 and WER evaluation scoring metrics are used for measuring translation performance. The experimental results show that the PBSMT approach achieved the highest translation performance for LATEX mathematical equations to spoken mathematical sentences translation. Moreover, we found that the translation performance of RDR approach is comparable with PBSMT.","","978-1-6654-0339-9","10.1109/ICSEC51790.2020.9375339","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9375339","Phrase-based Statistical Machine Translation (PBSMT);Ripple Down Rules (RDR);Weighted Finite State Transducers (WFST)","Measurement;Computer science;Transducers;Error analysis;Tagging;Mathematics;Machine translation","language translation;natural language processing;speech recognition;statistical analysis","Spoken math parallel corpus;cross-validation experiments;applying Phrase-based Statistical Machine Translation;Weighted Finite-State Transducers;WER evaluation scoring metrics;PBSMT approach;highest translation performance;LATEX mathematical equations;spoken mathematical sentences translation;RDR approach;Spoken mathematics","","","","22","","15 Mar 2021","","","IEEE","IEEE Conferences"
"Automatic Pathology Annotation on Medical Images: A Statistical Machine Translation Framework","T. Gong; S. Li; C. L. Tan; B. C. Pang; C. C. T. Lim; C. K. Lee; Q. Tian; Z. Zhang","Sch. of Comput., Nat. Univ. of Singapore, Singapore, Singapore; Sch. of Comput., Nat. Univ. of Singapore, Singapore, Singapore; Sch. of Comput., Nat. Univ. of Singapore, Singapore, Singapore; Nat. Neurosci. Inst., Tan Tock Seng Hosp., Singapore, Singapore; Nat. Neurosci. Inst., Tan Tock Seng Hosp., Singapore, Singapore; Nat. Neurosci. Inst., Tan Tock Seng Hosp., Singapore, Singapore; Inst. of Infocomm Res., Singapore, Singapore; Inst. of Infocomm Res., Singapore, Singapore","2010 20th International Conference on Pattern Recognition","7 Oct 2010","2010","","","2504","2507","Large number of medical images are produced daily in hospitals and medical institutions, the needs to efficiently process, index, search and retrieve these images are great. In this paper, we propose a pathology based medical image annotation framework using a statistical machine translation approach. After pathology terms and regions of interest (ROIs) are extracted from training text and images respectively, we use machine translation model IBM Model 1 to iteratively learn the alignment between the ROIs and the pathology terms and generate an ROI-to-pathology translation table. In testing phase, we annotate the ROI in the image with the pathology label of the highest probability in the translation table. The overall annotation results and the retrieval performance are promising to doctors and medical professionals.","1051-4651","978-1-4244-7541-4","10.1109/ICPR.2010.613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5595768","Computer aided detection and diagnosis;Multimedia analysis indexing and retrieval;Biomedical systems and applications","Biomedical imaging;Pathology;Training;Computed tomography;Image segmentation;Testing;Image retrieval","feature extraction;image retrieval;language translation;medical image processing;statistical analysis","statistical machine translation framework;medical institutions;image retrieval;pathology based medical image annotation framework;region of interest extraction;IBM model;ROI-to-pathology translation table","","3","","8","","7 Oct 2010","","","IEEE","IEEE Conferences"
"Transformer-based Machine Translation for Low-resourced Languages embedded with Language Identification","T. J. Sefara; S. G. Zwane; N. Gama; H. Sibisi; P. N. Senoamadi; V. Marivate","Council for Scientific and Industrial Research,Next Generation Enterprises and Institutions,Pretoria,South Africa; University of Zululand,Department of Computer Science,South Africa; University of the Witwatersrand,School of Computer Science and Applied Mathematics,South Africa; University of Johannesburg,Department of Computer Science,South Africa; University of Zululand,Department of Mathematics,South Africa; University of Pretoria,Department of Computer Science,South Africa","2021 Conference on Information Communications Technology and Society (ICTAS)","6 Apr 2021","2021","","","127","132","Recent research on the development of machine translation (MT) models has resulted in state-of-the-art performance for many resourced European languages. However, there has been a little focus on applying these MT services to low-resourced languages. This paper presents the development of neural machine translation (NMT) for low-resourced languages of South Africa. Two MT models, JoeyNMT and transformer NMT with self-attention are trained and evaluated using BLEU score. The transformer NMT with self-attention obtained state-of-the-art performance on isiNdebele, SiSwati, Setswana, Tshivenda, isiXhosa, and Sepedi while JoeyNMT performed well on isiZulu. The MT models are embedded with language identification (LID) model that presets the language for translation models. The LID models are trained using logistic regression and multinomial naive Bayes (MNB). MNB classifier obtained an accuracy of 99% outperforming logistic regression which obtained the lowest accuracy of 97%.","","978-1-7281-8081-6","10.1109/ICTAS50802.2021.9394996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9394996","machine translation;low-resourced languages;neural network;language identification","Buildings;Europe;Communications technology;Machine translation;Logistics","Bayes methods;language translation;learning (artificial intelligence);natural language processing;natural languages;pattern classification;regression analysis;speech recognition","transformer-based machine translation;low-resourced languages;machine translation models;resourced European languages;MT services;neural machine translation;MT models;transformer NMT;language identification model","","","","17","","6 Apr 2021","","","IEEE","IEEE Conferences"
"Rhonda: the architecture of a multilingual speech-to-speech translation pipeline","J. A. Louw; A. Moodley","Human Language Technologies Research Group, Meraka Institute, CSIR, Pretoria, South Africa; Human Language Technologies Research Group, Meraka Institute, CSIR, Pretoria, South Africa","2018 International Conference on Intelligent and Innovative Computing Applications (ICONIC)","6 Jan 2019","2018","","","1","7","Speech-to-speech translation can be described as converting a speech signal from a source language into a speech signal of the same meaning or intent into a target language. This process is achieved by the coordinated cooperation of individual Human Language Technology components, where the most important components to a speech translation system are automatic speech recognition, machine translation and text-to-speech. In this paper we present and discuss the design and architectural building blocks of the Rhonda speech-to-speech translation system, as well as their interactions with each other to facilitate speech-to-speech translation in a reliable, scalable and possibly distributed manner.","","978-1-5386-6477-3","10.1109/ICONIC.2018.8601204","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8601204","speech-to-speech translation;automatic speech recognition;machine translation;text-to-speech;multilingual","Pipelines;Protocols;Computer architecture;Automatic speech recognition;Engines;Telecommunications","language translation;pipelines;speech recognition","speech-to-speech translation pipeline;speech signal;machine translation;architectural building;Rhonda speech-to-speech translation system;text-to-speech;automatic speech recognition;individual Human Language Technology components","","1","","36","","6 Jan 2019","","","IEEE","IEEE Conferences"
"Europarl-ST: A Multilingual Corpus for Speech Translation of Parliamentary Debates","J. Iranzo-Sánchez; J. A. Silvestre-Cerdà; J. Jorge; N. Roselló; A. Giménez; A. Sanchis; J. Civera; A. Juan","Universitat Politècnica de València,Machine Learning and Language Processing (MLLP) research group Valencian Research Institute for Artificial Intelligence (VRAIN),Spain; Universitat Politècnica de València,Machine Learning and Language Processing (MLLP) research group Valencian Research Institute for Artificial Intelligence (VRAIN),Spain; Universitat Politècnica de València,Machine Learning and Language Processing (MLLP) research group Valencian Research Institute for Artificial Intelligence (VRAIN),Spain; Universitat Politècnica de València,Machine Learning and Language Processing (MLLP) research group Valencian Research Institute for Artificial Intelligence (VRAIN),Spain; Universitat Politècnica de València,Machine Learning and Language Processing (MLLP) research group Valencian Research Institute for Artificial Intelligence (VRAIN),Spain; Universitat Politècnica de València,Machine Learning and Language Processing (MLLP) research group Valencian Research Institute for Artificial Intelligence (VRAIN),Spain; Universitat Politècnica de València,Machine Learning and Language Processing (MLLP) research group Valencian Research Institute for Artificial Intelligence (VRAIN),Spain; Universitat Politècnica de València,Machine Learning and Language Processing (MLLP) research group Valencian Research Institute for Artificial Intelligence (VRAIN),Spain","ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","8229","8233","Current research into spoken language translation (SLT), or speech-to-text translation, is often hampered by the lack of specific data resources for this task, as currently available SLT datasets are restricted to a limited set of language pairs. In this paper we present Europarl-ST, a novel multilingual SLT corpus containing paired audio-text samples for SLT from and into 6 European languages, for a total of 30 different translation directions. This corpus has been compiled using the debates held in the European Parliament in the period between 2008 and 2012. This paper describes the corpus creation process and presents a series of automatic speech recognition, machine translation and spoken language translation experiments that highlight the potential of this new resource. The corpus is released under a Creative Commons license and is freely accessible and downloadable.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9054626","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054626","speech translation;spoken language translation;automatic speech recognition;machine translation;multilingual corpus","Training;Adaptation models;Filtering;Pipelines;Europe;Task analysis;Speech processing","natural language processing;speech recognition;text analysis","Europarl-ST;speech translation;parliamentary debates;speech-to-text translation;specific data resources;language pairs;audio-text samples;European languages;translation directions;European Parliament;corpus creation process;automatic speech recognition;machine translation;spoken language translation experiments;SLT datasets;multilingual SLT corpus","","1","","28","","9 Apr 2020","","","IEEE","IEEE Conferences"
