Item Title,Item DOI,Publication Year,URL,Content Type,Source
Machine Translation on a Parallel Code-Switched Corpus,10.1007/978-3-030-18305-9_40,2019,http://link.springer.com/chapter/10.1007/978-3-030-18305-9_40,Chapter,Springer
Example-Based Machine Translation with Templates,10.1007/978-3-662-04230-4_30,2000,http://link.springer.com/chapter/10.1007/978-3-662-04230-4_30,Chapter,Springer
I Can Guess What You Mean: A Monolingual Query Enhancement for Machine Translation,10.1007/978-3-319-47674-2_5,2016,http://link.springer.com/chapter/10.1007/978-3-319-47674-2_5,Chapter,Springer
Translation Agent: A New Metaphor for Machine Translation,10.1007/s00354-014-0204-0,2014,http://link.springer.com/article/10.1007/s00354-014-0204-0,Article,Springer
A user-study on online adaptation of neural machine translation to human post-edits,10.1007/s10590-018-9224-8,2018,http://link.springer.com/article/10.1007/s10590-018-9224-8,Article,Springer
Deep open-source machine translation,10.1007/s10590-011-9099-4,2011,http://link.springer.com/article/10.1007/s10590-011-9099-4,Article,Springer
No Free Lunch in Factored Phrase-Based Machine Translation,10.1007/978-3-642-37256-8_18,2013,http://link.springer.com/chapter/10.1007/978-3-642-37256-8_18,Chapter,Springer
APAC — An experiment in machine translation,10.1007/BF00420842,1989,http://link.springer.com/article/10.1007/BF00420842,Article,Springer
Reversible Machine Translation: What to Do When the Languages Don’t Match Up,10.1007/978-1-4615-2722-0_13,1994,http://link.springer.com/chapter/10.1007/978-1-4615-2722-0_13,Chapter,Springer
Towards achieving a delicate blending between rule-based translator and neural machine translator,10.1007/s00521-021-05895-x,2021,http://link.springer.com/article/10.1007/s00521-021-05895-x,Article,Springer
The impact of Arabic morphological segmentation on broad-coverage English-to-Arabic statistical machine translation,10.1007/s10590-011-9101-1,2012,http://link.springer.com/article/10.1007/s10590-011-9101-1,Article,Springer
The Stanford Machine Translation Project,10.1007/1-4020-5285-5_3,2007,http://link.springer.com/chapter/10.1007/1-4020-5285-5_3,Chapter,Springer
What Would Pragmatics-Based Machine Translation be Like?,10.1007/978-0-387-72774-5_14,2009,http://link.springer.com/chapter/10.1007/978-0-387-72774-5_14,Chapter,Springer
Experience of neural machine translation between Indian languages,10.1007/s10590-021-09263-3,2021,http://link.springer.com/article/10.1007/s10590-021-09263-3,Article,Springer
An Artificial Intelligence Approach to Machine Translation,10.1007/978-0-387-72774-5_3,2009,http://link.springer.com/chapter/10.1007/978-0-387-72774-5_3,Chapter,Springer
"From First Conception to First Demonstration: the Nascent Years of Machine Translation, 1947–1954. A Chronology",10.1023/A:1007969630568,1997,http://link.springer.com/article/10.1023/A%3A1007969630568,Article,Springer
The context of machine translation,10.1007/BF02274445,1987,http://link.springer.com/article/10.1007/BF02274445,Article,Springer
A ranking method for example based machine translation results by learning from user feedback,10.1007/s10489-010-0222-7,2011,http://link.springer.com/article/10.1007/s10489-010-0222-7,Article,Springer
Syntactic mismatches in machine translation,10.1007/s10590-006-9013-7,2006,http://link.springer.com/article/10.1007/s10590-006-9013-7,Article,Springer
Sense Disambiguation of English Simple Prepositions in the Context of English–Hindi Machine Translation System,10.1007/978-981-10-6680-1_13,2018,http://link.springer.com/chapter/10.1007/978-981-10-6680-1_13,Chapter,Springer
Multi-modal indicators for estimating perceived cognitive load in post-editing of machine translation,10.1007/s10590-019-09227-8,2019,http://link.springer.com/article/10.1007/s10590-019-09227-8,Article,Springer
Multi-domain Adapted Machine Translation Using Unsupervised Text Clustering,10.1007/978-3-319-25591-0_15,2015,http://link.springer.com/chapter/10.1007/978-3-319-25591-0_15,Chapter,Springer
Extremely low-resource neural machine translation for Asian languages,10.1007/s10590-020-09258-6,2020,http://link.springer.com/article/10.1007/s10590-020-09258-6,Article,Springer
Pivot language approach for phrase-based statistical machine translation,10.1007/s10590-008-9041-6,2007,http://link.springer.com/article/10.1007/s10590-008-9041-6,Article,Springer
A Statistical Dialogue Analysis Model Based on Speech Acts for Dialogue Machine Translation,10.1023/A:1008007325490,1998,http://link.springer.com/article/10.1023/A%3A1008007325490,Article,Springer
Automatic Extraction of Rules for Anaphora Resolution of Japanese Zero Pronouns in Japanese–English Machine Translation from Aligned Sentence Pairs,10.1023/A:1011181124507,1999,http://link.springer.com/article/10.1023/A%3A1011181124507,Article,Springer
Compositions of Tree-to-Tree Statistical Machine Translation Models,10.1007/978-3-662-53132-7_24,2016,http://link.springer.com/chapter/10.1007/978-3-662-53132-7_24,Chapter,Springer
Application 2: Machine Translation,10.1007/978-3-319-09207-2_7,2015,http://link.springer.com/chapter/10.1007/978-3-319-09207-2_7,Chapter,Springer
“This sentence is wrong.” Detecting errors in machine-translated sentences,10.1007/s10590-011-9094-9,2011,http://link.springer.com/article/10.1007/s10590-011-9094-9,Article,Springer
Translation practice in the workplace: contextual analysis and implications for machine translation,10.1007/s10590-011-9093-x,2011,http://link.springer.com/article/10.1007/s10590-011-9093-x,Article,Springer
MT model space: statistical versus compositional versus example-based machine translation,10.1007/s10590-006-9009-3,2005,http://link.springer.com/article/10.1007/s10590-006-9009-3,Article,Springer
Assessing the impact of real-time machine translation on multilingual meetings in global software projects,10.1007/s10664-015-9372-x,2016,http://link.springer.com/article/10.1007/s10664-015-9372-x,Article,Springer
A Methodology for Assessing Translation Quality Generated by Sign Language Machine Translators: A Case Study with VLibras,10.1007/978-3-030-49108-6_10,2020,http://link.springer.com/chapter/10.1007/978-3-030-49108-6_10,Chapter,Springer
Interactive Resolution of Intrinsic and Translational Ambiguity in a Machine Translation System,10.1007/978-3-540-30586-6_42,2005,http://link.springer.com/chapter/10.1007/978-3-540-30586-6_42,Chapter,Springer
Research on statistical machine translation model based on deep neural network,10.1007/s00607-019-00752-1,2020,http://link.springer.com/article/10.1007/s00607-019-00752-1,Article,Springer
Morphological mismatches in machine translation,10.1007/s10590-009-9051-z,2008,http://link.springer.com/article/10.1007/s10590-009-9051-z,Article,Springer
Quality estimation-guided supplementary data selection for domain adaptation of statistical machine translation,10.1007/s10590-014-9165-9,2015,http://link.springer.com/article/10.1007/s10590-014-9165-9,Article,Springer
Quantitative fine-grained human evaluation of machine translation systems: a case study on English to Croatian,10.1007/s10590-018-9214-x,2018,http://link.springer.com/article/10.1007/s10590-018-9214-x,Article,Springer
A Bayesian non-linear method for feature selection in machine translation quality estimation,10.1007/s10590-014-9164-x,2015,http://link.springer.com/article/10.1007/s10590-014-9164-x,Article,Springer
Deep Learning in Machine Translation,10.1007/978-981-10-5209-5_6,2018,http://link.springer.com/chapter/10.1007/978-981-10-5209-5_6,Chapter,Springer
The Tenjinno Machine Translation Competition,10.1007/11872436_18,2006,http://link.springer.com/chapter/10.1007/11872436_18,Chapter,Springer
Example-based machine translation based on tree–string correspondence and statistical generation,10.1007/s10590-006-9016-4,2006,http://link.springer.com/article/10.1007/s10590-006-9016-4,Article,Springer
Context-Aware Phrase Representation for Statistical Machine Translation,10.1007/978-3-319-97304-3_11,2018,http://link.springer.com/chapter/10.1007/978-3-319-97304-3_11,Chapter,Springer
Studying machine translation technologies for large-data CLIR tasks: a patent prior-art search case study,10.1007/s10791-013-9231-6,2014,http://link.springer.com/article/10.1007/s10791-013-9231-6,Article,Springer
Methodologies for Measuring the Correlations between Post-Editing Effort and Machine Translatability,10.1007/s10590-005-2467-1,2005,http://link.springer.com/article/10.1007/s10590-005-2467-1,Article,Springer
Application of OSTIA to machine translation tasks,10.1007/3-540-58473-0_140,1994,http://link.springer.com/chapter/10.1007/3-540-58473-0_140,Chapter,Springer
Machine translation of non-literary texts: Some Canadian experiences,10.1007/BF00570615,1991,http://link.springer.com/article/10.1007/BF00570615,Article,Springer
Re-engineering Machine Translation Systems through Symbiotic Approach,10.1007/978-3-642-14825-5_17,2010,http://link.springer.com/chapter/10.1007/978-3-642-14825-5_17,Chapter,Springer
Jane: an advanced freely available hierarchical machine translation toolkit,10.1007/s10590-011-9120-y,2012,http://link.springer.com/article/10.1007/s10590-011-9120-y,Article,Springer
Approaches to Human and Machine Translation Quality Assessment,10.1007/978-3-319-91241-7_2,2018,http://link.springer.com/chapter/10.1007/978-3-319-91241-7_2,Chapter,Springer
A machine translation system from Arabic sign language to Arabic,10.1007/s10209-019-00695-6,2020,http://link.springer.com/article/10.1007/s10209-019-00695-6,Article,Springer
Using target-language information to train part-of-speech taggers for machine translation,10.1007/s10590-008-9044-3,2008,http://link.springer.com/article/10.1007/s10590-008-9044-3,Article,Springer
A two-level knowledge representation for machine translation: Lexical semantics and tense/aspect,10.1007/3-540-55801-2_41,1992,http://link.springer.com/chapter/10.1007/3-540-55801-2_41,Chapter,Springer
Oracle decoding as a new way to analyze phrase-based machine translation,10.1007/s10590-012-9134-0,2013,http://link.springer.com/article/10.1007/s10590-012-9134-0,Article,Springer
Incident-Driven Machine Translation and Name Tagging for Low-resource Languages,10.1007/s10590-017-9207-1,2018,http://link.springer.com/article/10.1007/s10590-017-9207-1,Article,Springer
GREAT: open source software for statistical machine translation,10.1007/s10590-011-9097-6,2011,http://link.springer.com/article/10.1007/s10590-011-9097-6,Article,Springer
Cross-Lingual Ontology Mapping – An Investigation of the Impact of Machine Translation,10.1007/978-3-642-10871-6_1,2009,http://link.springer.com/chapter/10.1007/978-3-642-10871-6_1,Chapter,Springer
Machine Translation and Self-post-editing for Academic Writing Support: Quality Explorations,10.1007/978-3-319-91241-7_11,2018,http://link.springer.com/chapter/10.1007/978-3-319-91241-7_11,Chapter,Springer
CCMT 2019 Machine Translation Evaluation Report,10.1007/978-981-15-1721-1_11,2019,http://link.springer.com/chapter/10.1007/978-981-15-1721-1_11,Chapter,Springer
Improving neural machine translation through phrase-based soft forced decoding,10.1007/s10590-020-09244-y,2020,http://link.springer.com/article/10.1007/s10590-020-09244-y,Article,Springer
Automatic induction of bilingual resources from aligned parallel corpora: application to shallow-transfer machine translation,10.1007/s10590-007-9027-9,2006,http://link.springer.com/article/10.1007/s10590-007-9027-9,Article,Springer
A Hybrid Approach to Statistical Machine Translation Between Standard and Dialectal Varieties,10.1007/978-3-319-43808-5_26,2016,http://link.springer.com/chapter/10.1007/978-3-319-43808-5_26,Chapter,Springer
Statistical machine translation of Indian languages: a survey,10.1007/s00521-017-3206-2,2019,http://link.springer.com/article/10.1007/s00521-017-3206-2,Article,Springer
Utilization of Multi-word Expressions to Improve Statistical Machine Translation of Statutory Sentences,10.1007/978-3-319-50953-2_18,2017,http://link.springer.com/chapter/10.1007/978-3-319-50953-2_18,Chapter,Springer
Machine Translation and the Challenge of Patents,10.1007/978-3-662-53817-3_16,2017,http://link.springer.com/chapter/10.1007/978-3-662-53817-3_16,Chapter,Springer
Post-editing neural machine translation versus translation memory segments,10.1007/s10590-019-09232-x,2019,http://link.springer.com/article/10.1007/s10590-019-09232-x,Article,Springer
Systematic Processing of Long Sentences in Rule Based Portuguese-Chinese Machine Translation,10.1007/978-3-642-12116-6_35,2010,http://link.springer.com/chapter/10.1007/978-3-642-12116-6_35,Chapter,Springer
A Novel Natural Language Processing (NLP)–Based Machine Translation Model for English to Pakistan Sign Language Translation,10.1007/s12559-020-09731-7,2020,http://link.springer.com/article/10.1007/s12559-020-09731-7,Article,Springer
Learning sign language machine translation based on elastic net regularization and latent semantic analysis,10.1007/s10462-016-9460-3,2016,http://link.springer.com/article/10.1007/s10462-016-9460-3,Article,Springer
Speed Up the Training of Neural Machine Translation,10.1007/s11063-019-10084-y,2020,http://link.springer.com/article/10.1007/s11063-019-10084-y,Article,Springer
Improving Arabic neural machine translation via n-best list re-ranking,10.1007/s10590-019-09237-6,2019,http://link.springer.com/article/10.1007/s10590-019-09237-6,Article,Springer
The representational geometry of word meanings acquired by neural machine translation models,10.1007/s10590-017-9194-2,2017,http://link.springer.com/article/10.1007/s10590-017-9194-2,Article,Springer
Syntax-Based Pre-reordering for Chinese-to-Japanese Statistical Machine Translation,10.1007/978-3-319-21311-8_4,2016,http://link.springer.com/chapter/10.1007/978-3-319-21311-8_4,Chapter,Springer
Conversational Grounding in Machine Translation Mediated Communication,10.1007/978-3-642-21178-2_12,2011,http://link.springer.com/chapter/10.1007/978-3-642-21178-2_12,Chapter,Springer
Multilingual Communication via Best-Balanced Machine Translation,10.1007/s00354-018-0041-7,2018,http://link.springer.com/article/10.1007/s00354-018-0041-7,Article,Springer
Reference in Japanese–English Machine Translation,10.1023/A:1008049304334,1998,http://link.springer.com/article/10.1023/A%3A1008049304334,Article,Springer
Morphology in Machine Translation Systems: Efficient Integration of Finite State Transducers and Feature Structure Descriptions,10.1007/s10590-004-2476-5,2003,http://link.springer.com/article/10.1007/s10590-004-2476-5,Article,Springer
Analysing terminology translation errors in statistical and neural machine translation,10.1007/s10590-020-09251-z,2020,http://link.springer.com/article/10.1007/s10590-020-09251-z,Article,Springer
Purest ever example-based machine translation: Detailed presentation and assessment,10.1007/s10590-006-9010-x,2005,http://link.springer.com/article/10.1007/s10590-006-9010-x,Article,Springer
Chunk-lattices for verb reordering in Arabic–English statistical machine translation,10.1007/s10590-011-9104-y,2012,http://link.springer.com/article/10.1007/s10590-011-9104-y,Article,Springer
Case-Sensitive Neural Machine Translation,10.1007/978-3-030-47426-3_51,2020,http://link.springer.com/chapter/10.1007/978-3-030-47426-3_51,Chapter,Springer
Interlingua-based English–Hindi Machine Translation and Language Divergence,10.1023/A:1021902704523,2001,http://link.springer.com/article/10.1023/A%3A1021902704523,Article,Springer
Identifying Verb-Preposition Multi-Category Words in Chinese-English Patent Machine Translation,10.1007/978-3-319-14803-8_32,2015,http://link.springer.com/chapter/10.1007/978-3-319-14803-8_32,Chapter,Springer
Reranking Hypotheses of Machine-Translated Queries for Cross-Lingual Information Retrieval,10.1007/978-3-319-44564-9_5,2016,http://link.springer.com/chapter/10.1007/978-3-319-44564-9_5,Chapter,Springer
Quality Expectations of Machine Translation,10.1007/978-3-319-91241-7_8,2018,http://link.springer.com/chapter/10.1007/978-3-319-91241-7_8,Chapter,Springer
Applying Machine Translation Evaluation Techniques to Textual CBR,10.1007/978-3-642-14274-1_4,2010,http://link.springer.com/chapter/10.1007/978-3-642-14274-1_4,Chapter,Springer
Machine Translation from Speech,10.1007/978-1-4419-7713-7_3,2011,http://link.springer.com/chapter/10.1007/978-1-4419-7713-7_3,Chapter,Springer
"Syntactic and Semantic Impact of Prepositions in Machine Translation : An Empirical Study of French-English Translation of Prepositions ‘à’, ‘de’ and ‘en’",10.1007/978-3-030-66527-2_20,2020,http://link.springer.com/chapter/10.1007/978-3-030-66527-2_20,Chapter,Springer
Constraint Grammar-Based Swedish-Danish Machine Translation,10.1007/978-3-319-10888-9_23,2014,http://link.springer.com/chapter/10.1007/978-3-319-10888-9_23,Chapter,Springer
Domain-specific machine translation with recurrent neural network for software localization,10.1007/s10664-019-09702-z,2019,http://link.springer.com/article/10.1007/s10664-019-09702-z,Article,Springer
C-SHALT: English-to-Chinese Machine Translation Using Argument Structures,10.1007/978-1-4615-3170-8_18,1993,http://link.springer.com/chapter/10.1007/978-1-4615-3170-8_18,Chapter,Springer
ATEC: automatic evaluation of machine translation via word choice and word order,10.1007/s10590-009-9061-x,2009,http://link.springer.com/article/10.1007/s10590-009-9061-x,Article,Springer
English–Mizo Machine Translation using neural and statistical approaches,10.1007/s00521-018-3601-3,2019,http://link.springer.com/article/10.1007/s00521-018-3601-3,Article,Springer
"OpenLogos machine translation: philosophy, model, resources and customization",10.1007/s10590-011-9091-z,2011,http://link.springer.com/article/10.1007/s10590-011-9091-z,Article,Springer
A linguistically motivated taxonomy for Machine Translation error analysis,10.1007/s10590-015-9169-0,2015,http://link.springer.com/article/10.1007/s10590-015-9169-0,Article,Springer
Interlingua Machine Translation,10.1007/978-1-4471-0587-9_7,1999,http://link.springer.com/chapter/10.1007/978-1-4471-0587-9_7,Chapter,Springer
Machine Translation Evaluation and Optimization,10.1007/978-1-4419-7713-7_5,2011,http://link.springer.com/chapter/10.1007/978-1-4419-7713-7_5,Chapter,Springer
Functional considerations in the postediting of machine-translated output,10.1007/BF00940826,1986,http://link.springer.com/article/10.1007/BF00940826,Article,Springer
Exeter at CLEF 2001: Experiments with Machine Translation for Bilingual Retrieval,10.1007/3-540-45691-0_5,2002,http://link.springer.com/chapter/10.1007/3-540-45691-0_5,Chapter,Springer
Named entity translation method based on machine translation lexicon,10.1007/s00521-020-05509-y,2021,http://link.springer.com/article/10.1007/s00521-020-05509-y,Article,Springer
A comparison of segmentation methods and extended lexicon models for Arabic statistical machine translation,10.1007/s10590-011-9102-0,2012,http://link.springer.com/article/10.1007/s10590-011-9102-0,Article,Springer
Semantic and syntactic information for neural machine translation,10.1007/s10590-021-09264-2,2021,http://link.springer.com/article/10.1007/s10590-021-09264-2,Article,Springer
Target-Text Mediated Interactive Machine Translation,10.1023/A:1007999327580,1997,http://link.springer.com/article/10.1023/A%3A1007999327580,Article,Springer
"Analysis, preparation, and optimization of statistical sign language machine translation",10.1007/s10590-012-9125-1,2012,http://link.springer.com/article/10.1007/s10590-012-9125-1,Article,Springer
Phrasal Equivalence Classes for Generalized Corpus-Based Machine Translation,10.1007/978-3-642-19437-5_2,2011,http://link.springer.com/chapter/10.1007/978-3-642-19437-5_2,Chapter,Springer
Exploiting Parallel Treebanks to Improve Phrase-Based Statistical Machine Translation,10.1007/978-3-642-00382-0_26,2009,http://link.springer.com/chapter/10.1007/978-3-642-00382-0_26,Chapter,Springer
Linguistic measures for automatic machine translation evaluation,10.1007/s10590-011-9088-7,2010,http://link.springer.com/article/10.1007/s10590-011-9088-7,Article,Springer
Recognizing and Reordering the Translation Units in a Long NP for Chinese-English Patent Machine Translation,10.1007/978-3-662-45701-6_4,2014,http://link.springer.com/chapter/10.1007/978-3-662-45701-6_4,Chapter,Springer
Semi-supervised Learning for Neural Machine Translation,10.1007/978-981-32-9748-7_3,2019,http://link.springer.com/chapter/10.1007/978-981-32-9748-7_3,Chapter,Springer
Machine Translation Based on Constraint-Based Synchronous Grammar,10.1007/11562214_54,2005,http://link.springer.com/chapter/10.1007/11562214_54,Chapter,Springer
Stochastic Finite-State Models for Spoken Language Machine Translation,10.1023/B:COAT.0000010804.12581.96,2002,http://link.springer.com/article/10.1023/B%3ACOAT.0000010804.12581.96,Article,Springer
A hybrid machine translation architecture guided by syntax,10.1007/s10590-014-9153-0,2014,http://link.springer.com/article/10.1007/s10590-014-9153-0,Article,Springer
Syntactic discriminative language model rerankers for statistical machine translation,10.1007/s10590-011-9108-7,2011,http://link.springer.com/article/10.1007/s10590-011-9108-7,Article,Springer
Survey of data-selection methods in statistical machine translation,10.1007/s10590-015-9176-1,2015,http://link.springer.com/article/10.1007/s10590-015-9176-1,Article,Springer
Enhanced Back-Translation for Low Resource Neural Machine Translation Using Self-training,10.1007/978-3-030-69143-1_28,2021,http://link.springer.com/chapter/10.1007/978-3-030-69143-1_28,Chapter,Springer
Interactive Machine Translation,10.1007/978-0-85729-479-1_6,2011,http://link.springer.com/chapter/10.1007/978-0-85729-479-1_6,Chapter,Springer
"A product and process analysis of post-editor corrections on neural, statistical and rule-based machine translation output",10.1007/s10590-019-09228-7,2019,http://link.springer.com/article/10.1007/s10590-019-09228-7,Article,Springer
YuQ: A Chinese-Uyghur Medical-Domain Neural Machine Translation Dataset Towards Knowledge-Driven,10.1007/978-981-33-6162-1_4,2020,http://link.springer.com/chapter/10.1007/978-981-33-6162-1_4,Chapter,Springer
A Machine Translation System from English to American Sign Language,10.1007/3-540-39965-8_6,2000,http://link.springer.com/chapter/10.1007/3-540-39965-8_6,Chapter,Springer
Good applications for crummy machine translation,10.1007/BF00981759,1993,http://link.springer.com/article/10.1007/BF00981759,Article,Springer
Joint Modeling for Bidirectional Neural Machine Translation with Contrastive Learning,10.1007/978-981-32-9748-7_5,2019,http://link.springer.com/chapter/10.1007/978-981-32-9748-7_5,Chapter,Springer
A Novel Machine Translation Method for Learning Chinese as a Foreign Language,10.1007/978-3-642-54903-8_29,2014,http://link.springer.com/chapter/10.1007/978-3-642-54903-8_29,Chapter,Springer
Parameterizing lexical conceptual structure for interlingual machine translation,10.1007/BF00387396,1996,http://link.springer.com/article/10.1007/BF00387396,Article,Springer
Substring-based machine translation,10.1007/s10590-013-9136-6,2013,http://link.springer.com/article/10.1007/s10590-013-9136-6,Article,Springer
The use of lexical semantics in interlingual machine translation,10.1007/BF00402510,1992,http://link.springer.com/article/10.1007/BF00402510,Article,Springer
SPIDER: A System for Paraphrasing in Document Editing and Revision — Applicability in Machine Translation Pre-editing,10.1007/978-3-642-19437-5_30,2011,http://link.springer.com/chapter/10.1007/978-3-642-19437-5_30,Chapter,Springer
Statistical Machine Translation into a Morphologically Complex Language,10.1007/978-3-540-78135-6_32,2008,http://link.springer.com/chapter/10.1007/978-3-540-78135-6_32,Chapter,Springer
"The NIST 2008 Metrics for machine translation challenge—overview, methodology, metrics, and results",10.1007/s10590-009-9065-6,2009,http://link.springer.com/article/10.1007/s10590-009-9065-6,Article,Springer
Online adaptation to post-edits for phrase-based statistical machine translation,10.1007/s10590-014-9159-7,2014,http://link.springer.com/article/10.1007/s10590-014-9159-7,Article,Springer
N-gram posterior probability confidence measures for statistical machine translation: an empirical study,10.1007/s10590-012-9132-2,2013,http://link.springer.com/article/10.1007/s10590-012-9132-2,Article,Springer
English-Arabic Statistical Machine Translation: State of the Art,10.1007/978-3-319-18111-0_39,2015,http://link.springer.com/chapter/10.1007/978-3-319-18111-0_39,Chapter,Springer
An Empirical Study on Word Segmentation for Chinese Machine Translation,10.1007/978-3-642-37256-8_21,2013,http://link.springer.com/chapter/10.1007/978-3-642-37256-8_21,Chapter,Springer
The CMU-EBMT machine translation system,10.1007/s10590-011-9095-8,2011,http://link.springer.com/article/10.1007/s10590-011-9095-8,Article,Springer
Minimum Bayes’ risk subsequence combination for machine translation,10.1007/s10044-014-0387-5,2015,http://link.springer.com/article/10.1007/s10044-014-0387-5,Article,Springer
Reversible Grammars and their Application in Machine Translation,10.1007/978-1-4615-2722-0_12,1994,http://link.springer.com/chapter/10.1007/978-1-4615-2722-0_12,Chapter,Springer
Analysing the Impact of Interactive Machine Translation on Post-editing Effort,10.1007/978-3-319-20358-4_4,2016,http://link.springer.com/chapter/10.1007/978-3-319-20358-4_4,Chapter,Springer
Statistical Methods for Machine Translation,10.1007/978-3-662-04230-4_27,2000,http://link.springer.com/chapter/10.1007/978-3-662-04230-4_27,Chapter,Springer
A Substitution-Translation-Restoration Framework for Handling Unknown Words in Statistical Machine Translation,10.1007/s11390-013-1386-5,2013,http://link.springer.com/article/10.1007/s11390-013-1386-5,Article,Springer
Combining translation memories and statistical machine translation using sparse features,10.1007/s10590-016-9187-6,2016,http://link.springer.com/article/10.1007/s10590-016-9187-6,Article,Springer
Twisted Pair Grammar: Support for Rapid Development of Machine Translation for Low Density Languages,10.1007/3-540-49478-2_29,1998,http://link.springer.com/chapter/10.1007/3-540-49478-2_29,Chapter,Springer
Evaluating machine translation with LFG dependencies,10.1007/s10590-008-9038-1,2007,http://link.springer.com/article/10.1007/s10590-008-9038-1,Article,Springer
Neutralizing the Effect of Translation Shifts on Automatic Machine Translation Evaluation,10.1007/978-3-319-18111-0_45,2015,http://link.springer.com/chapter/10.1007/978-3-319-18111-0_45,Chapter,Springer
Machine Translation of Semantics and Lexicon: New Issues and New Objects in the Long-Term History of the Language Sciences,10.1007/978-3-030-70642-5_7,2021,http://link.springer.com/chapter/10.1007/978-3-030-70642-5_7,Chapter,Springer
Modeling Persian Verb Morphology to Improve English-Persian Machine Translation,10.1007/978-3-642-45114-0_33,2013,http://link.springer.com/chapter/10.1007/978-3-642-45114-0_33,Chapter,Springer
A survey of domain adaptation for statistical machine translation,10.1007/s10590-018-9216-8,2017,http://link.springer.com/article/10.1007/s10590-018-9216-8,Article,Springer
Unpaired Multimodal Neural Machine Translation via Reinforcement Learning,10.1007/978-3-030-73197-7_11,2021,http://link.springer.com/chapter/10.1007/978-3-030-73197-7_11,Chapter,Springer
Description and Findings of OPPO’s Machine Translation Systems for CCMT 2020,10.1007/978-981-33-6162-1_8,2020,http://link.springer.com/chapter/10.1007/978-981-33-6162-1_8,Chapter,Springer
Assessing gender bias in machine translation: a case study with Google Translate,10.1007/s00521-019-04144-6,2020,http://link.springer.com/article/10.1007/s00521-019-04144-6,Article,Springer
Design of a Prolog-based machine translation system,10.1007/3-540-16492-8_87,1986,http://link.springer.com/chapter/10.1007/3-540-16492-8_87,Chapter,Springer
Lexical choice in text generation and machine translation,10.1007/BF00349352,1996,http://link.springer.com/article/10.1007/BF00349352,Article,Springer
A Methodology for Evaluating Arabic Machine Translation Systems,10.1007/s10590-005-2412-3,2004,http://link.springer.com/article/10.1007/s10590-005-2412-3,Article,Springer
Zero-resource machine translation by multimodal encoder–decoder network with multimedia pivot,10.1007/s10590-017-9197-z,2017,http://link.springer.com/article/10.1007/s10590-017-9197-z,Article,Springer
A simple and practical method for evaluating machine translation quality,10.1007/BF00986325,1994,http://link.springer.com/article/10.1007/BF00986325,Article,Springer
Statistical Machine Translation,10.1007/978-3-642-45358-8_6,2014,http://link.springer.com/chapter/10.1007/978-3-642-45358-8_6,Chapter,Springer
Improving phrase-based statistical machine translation with morphosyntactic transformation,10.1007/s10590-007-9022-1,2006,http://link.springer.com/article/10.1007/s10590-007-9022-1,Article,Springer
An optimized cognitive-assisted machine translation approach for natural language processing,10.1007/s00607-019-00741-4,2020,http://link.springer.com/article/10.1007/s00607-019-00741-4,Article,Springer
A Sanskrit-to-English machine translation using hybridization of direct and rule-based approach,10.1007/s00521-020-05156-3,2021,http://link.springer.com/article/10.1007/s00521-020-05156-3,Article,Springer
Enhancing Multilingual Biomedical Terminologies via Machine Translation from Parallel Corpora,10.1007/978-3-319-07983-7_2,2014,http://link.springer.com/chapter/10.1007/978-3-319-07983-7_2,Chapter,Springer
Bilingual LSA-based adaptation for statistical machine translation,10.1007/s10590-008-9045-2,2007,http://link.springer.com/article/10.1007/s10590-008-9045-2,Article,Springer
Dimensionality reduction methods for machine translation quality estimation,10.1007/s10590-013-9139-3,2013,http://link.springer.com/article/10.1007/s10590-013-9139-3,Article,Springer
Addressing data sparsity for neural machine translation between morphologically rich languages,10.1007/s10590-019-09242-9,2020,http://link.springer.com/article/10.1007/s10590-019-09242-9,Article,Springer
Automatically generated parallel treebanks and their exploitability in machine translation,10.1007/s10590-009-9068-3,2009,http://link.springer.com/article/10.1007/s10590-009-9068-3,Article,Springer
Resolution of ambiguity in Chinese and its application to machine translation,10.1007/BF00417653,1991,http://link.springer.com/article/10.1007/BF00417653,Article,Springer
Has There Been a Revolution in Machine Translation?,10.1023/A:1013140921280,2001,http://link.springer.com/article/10.1023/A%3A1013140921280,Article,Springer
Towards a Dynamic Linkage of Example-based and Rule-based Machine Translation,10.1023/A:1011663225529,2000,http://link.springer.com/article/10.1023/A%3A1011663225529,Article,Springer
Evaluation of the impact of controlled language on neural machine translation compared to other MT architectures,10.1007/s10590-019-09233-w,2019,http://link.springer.com/article/10.1007/s10590-019-09233-w,Article,Springer
A Methodology for a Semi-Automatic Evaluation of the Lexicons of Machine Translation Systems,10.1023/A:1014504808954,2001,http://link.springer.com/article/10.1023/A%3A1014504808954,Article,Springer
Analysis of the Impact of Machine Translation Evaluation Metrics for Semantic Textual Similarity,10.1007/978-3-319-49130-1_33,2016,http://link.springer.com/chapter/10.1007/978-3-319-49130-1_33,Chapter,Springer
Integrating source-language context into phrase-based statistical machine translation,10.1007/s10590-011-9100-2,2011,http://link.springer.com/article/10.1007/s10590-011-9100-2,Article,Springer
Broad-Coverage Machine Translation,10.1007/978-1-4615-3170-8_9,1993,http://link.springer.com/chapter/10.1007/978-1-4615-3170-8_9,Chapter,Springer
Towards an open platform for machine translation of spoken languages into sign languages,10.1007/s10590-019-09238-5,2019,http://link.springer.com/article/10.1007/s10590-019-09238-5,Article,Springer
